,Unnamed: 0,company,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus,Position_clean,Country
707,707,Methods Analytics,43500.0,41760.0,45240.0,43500.0,43500.0,,979.62,Junior Data Scientist,UK
708,708,Measurelab,36192.0,36192.0,36192.0,36192.0,36192.0,,,Junior Data Scientist,UK
709,709,EMPLOYERS,61770.0,59160.0,64380.0,61770.0,61770.0,,,Junior Data Scientist,UK
710,710,TSB Bank,72210.0,69600.0,74820.0,73080.0,73080.0,,,Data Scientist,UK
711,711,Dyson,60030.0,57420.0,62640.0,60900.0,60900.0,,,Data Scientist,UK
712,712,University of Manchester,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist,UK
713,713,AKQA,60900.0,59160.0,62640.0,61770.0,61770.0,,,Data Scientist,UK
714,714,Holiday Extras,69600.0,66120.0,73080.0,70470.0,70470.0,,5220.0,Data Scientist,UK
715,715,Reed Business Information,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist,UK
716,716,MATCHESFASHION,60900.0,57420.0,64380.0,60900.0,60900.0,,,Data Scientist,UK
717,717,ICIS,62640.0,60900.0,64380.0,61770.0,61770.0,,,Data Scientist,UK
718,718,Perspectum Diagnostics,60900.0,59160.0,62640.0,60900.0,60900.0,2610.0,,Data Scientist,UK
719,719,FlightGlobal,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist,UK
720,720,HSBC Holdings,88740.0,85260.0,92220.0,88740.0,88740.0,8700.0,,Lead Data Scientist,UK
721,721,BBC,142680.0,137460.0,147900.0,143550.0,143550.0,,,Lead Data Scientist,UK
722,722,Capgemini,138330.0,132240.0,144420.0,138330.0,138330.0,,,Lead Data Scientist,UK
723,723,Microsoft,158340.0,151380.0,165300.0,159210.0,159210.0,,,Lead Data Scientist,UK
724,724,The Department for Education (UK),87870.0,83520.0,92220.0,88740.0,88740.0,,,Lead Data Scientist,UK
725,725,easyJet,129630.0,125280.0,133980.0,130500.0,130500.0,11310.0,,Lead Data Scientist,UK
726,726,PlayStation,120930.0,116580.0,125280.0,121800.0,121800.0,,,Lead Data Scientist,UK
727,727,Funding Circle,107880.0,104400.0,111360.0,108750.0,108750.0,,,Lead Data Scientist,UK
728,728,Reed Business Information,119190.0,114840.0,123540.0,118320.0,118320.0,,,Lead Data Scientist,UK
729,729,Preqin,122670.0,118320.0,127020.0,121800.0,121800.0,,,Lead Data Scientist,UK
730,730,UCAS,68730.0,66120.0,71340.0,69600.0,69600.0,,,Lead Data Scientist,UK
731,731,Blis,118320.0,113100.0,123540.0,118320.0,118320.0,,,Lead Data Scientist,UK
732,732,Imagini Holdings,140940.0,135720.0,146160.0,140940.0,140940.0,23490.0,,Lead Data Scientist,UK
733,733,Dataiku,138330.0,132240.0,144420.0,137460.0,137460.0,,18270.0,Lead Data Scientist,UK
734,734,Together Networks,120930.0,116580.0,125280.0,120930.0,120930.0,,,Lead Data Scientist,UK
735,735,World Association of Nuclear Operators,140940.0,135720.0,146160.0,141810.0,141810.0,,,Lead Data Scientist,UK
736,736,EDF,23490.0,22620.0,24360.0,,,,,Data Scientist Intern,UK
737,737,SITA,79170.0,76560.0,81780.0,79170.0,79170.0,,,Data Scientist Intern,UK
738,738,Brainbow,79170.0,76560.0,81780.0,78300.0,78300.0,,,Data Scientist Intern,UK
739,739,Scene Connect,78300.0,74820.0,81780.0,79170.0,79170.0,,,Data Scientist Intern,UK
740,740,Expedia Group,105270.0,100920.0,109620.0,,,,,Senior Data Scientist,UK
741,741,Ministry of Justice UK,99180.0,95700.0,102660.0,99180.0,99180.0,,,Lead Data Scientist,UK
742,742,AstraZeneca,128760.0,123540.0,133980.0,129630.0,129630.0,16530.0,,Lead Data Scientist,UK
744,744,TUI Group,85260.0,81780.0,88740.0,86130.0,86130.0,8700.0,,Lead Data Scientist,UK
746,746,QinetiQ,108750.0,104400.0,113100.0,109620.0,109620.0,,,Lead Data Scientist,UK
747,747,Openreach,117450.0,113100.0,121800.0,116580.0,116580.0,15660.0,699.48,Lead Data Scientist,UK
748,748,Skyscanner,125280.0,120060.0,130500.0,124410.0,124410.0,3480.0,,Lead Data Scientist,UK
751,751,Direct Line Group,86130.0,81780.0,90480.0,87000.0,87000.0,3480.0,,Data Scientist,UK
752,752,Lancaster University,103530.0,99180.0,107880.0,103530.0,103530.0,,,Data Scientist,UK
753,753,Blockchain,140940.0,135720.0,146160.0,141810.0,141810.0,,,Data Scientist,UK
754,754,Virtual Clarity,118320.0,113100.0,123540.0,119190.0,119190.0,,,Data Scientist,UK
755,755,Big Data Scientists,43500.0,41760.0,45240.0,43500.0,43500.0,,,Data Scientist,UK
756,756,Morsum,60030.0,57420.0,62640.0,60900.0,60900.0,,,Data Scientist,UK
757,757,Accenture,58290.0,55680.0,60900.0,58290.0,58290.0,,,Data Scientist,UK
758,758,Fruugo,28710.0,27840.0,29580.0,28710.0,28710.0,,,Data Scientist,UK
759,759,Accenture,152250.0,146160.0,158340.0,152250.0,152250.0,13050.0,,Lead Data Scientist,UK
760,760,BT,74820.0,71340.0,78300.0,74820.0,74820.0,6960.0,,Lead Data Scientist,UK
761,761,BP,113970.0,109620.0,118320.0,113100.0,113100.0,21750.0,,Lead Data Scientist,UK
763,763,Sainsbury’s,130500.0,125280.0,135720.0,130500.0,130500.0,26100.0,,Lead Data Scientist,UK
764,764,dunnhumby,87870.0,85260.0,90480.0,121800.0,121800.0,18270.0,,Lead Data Scientist,UK
765,765,Aimia,100050.0,95700.0,104400.0,100920.0,100920.0,8700.0,,Lead Data Scientist,UK
766,766,World Programming,131370.0,127020.0,135720.0,130500.0,130500.0,,,Lead Data Scientist,UK
767,767,NHS,83520.0,80040.0,87000.0,82650.0,82650.0,,,Data Scientist,UK
768,768,Capgemini,70470.0,67860.0,73080.0,71340.0,71340.0,,,Data Scientist,UK
769,769,PA Consulting,97440.0,93960.0,100920.0,98310.0,98310.0,8700.0,,Data Scientist,UK
770,770,Shell,114840.0,109620.0,120060.0,113970.0,113970.0,,,Data Scientist,UK
771,771,First Derivatives,35670.0,34800.0,36540.0,34800.0,34800.0,,,Data Scientist,UK
772,772,Kubrick Group,66990.0,64380.0,69600.0,66990.0,66990.0,,,Data Scientist,UK
773,773,Quantexa,73950.0,71340.0,76560.0,73080.0,73080.0,5220.0,,Data Scientist,UK
774,774,Allscripts,72384.0,68764.8,76003.2,,,,,Data Scientist,UK
775,775,Matthew West Analytics,41760.0,3480.0,3480.0,,,,,Data Scientist,UK
776,776,Deloitte,81780.0,78300.0,85260.0,80910.0,80910.0,,,Senior Data Scientist,UK
777,777,Sage,55680.0,53940.0,57420.0,55680.0,55680.0,,,Senior Data Scientist,UK
778,778,First Derivatives,33930.0,33060.0,34800.0,33930.0,33930.0,,,Senior Data Scientist,UK
779,779,Ericsson-Worldwide,50460.0,48720.0,52200.0,50460.0,50460.0,4350.0,,Senior Data Scientist,UK
780,780,Reed Business Information,47850.0,45240.0,50460.0,47850.0,47850.0,,,Senior Data Scientist,UK
781,781,Avios,53070.0,50460.0,55680.0,53940.0,53940.0,,,Senior Data Scientist,UK
782,782,Frazer-Nash Consultancy,48720.0,46980.0,50460.0,48720.0,48720.0,,,Senior Data Scientist,UK
783,783,ERS,52200.0,50460.0,53940.0,52200.0,52200.0,,,Senior Data Scientist,UK
784,784,Bosch,58290.0,55680.0,60900.0,58290.0,58290.0,,,Senior Data Scientist,UK
785,785,Fospha,53070.0,50460.0,55680.0,53070.0,53070.0,,,Senior Data Scientist,UK
786,786,Liberty Mutual Insurance,78300.0,74820.0,81780.0,77430.0,77430.0,,,Junior Data Scientist,UK
787,787,Software AG Germany,90480.0,87000.0,93960.0,,,,,Lead Data Scientist,UK
788,788,FNZ,55680.0,53940.0,57420.0,54810.0,54810.0,,,Data Scientist,UK
789,789,Kami Intelligence,28953.6,28953.6,32572.8,,,,,Data Scientist,UK
790,790,Faculty,20399.76,1659.96,1740.0,,,,,Data Scientist Intern,UK
791,791,Facebook,146160.0,140940.0,151380.0,146160.0,146160.0,,,Data Scientist,UK
792,792,Skipton Building Society,68730.0,66120.0,71340.0,68730.0,68730.0,,,Senior Data Scientist,UK
794,794,Capgemini,160080.0,153120.0,167040.0,160950.0,160950.0,,,Lead Data Scientist,UK
795,795,William Hill,129630.0,123540.0,135720.0,130500.0,130500.0,36.54,,Lead Data Scientist,UK
797,797,News UK,140940.0,135720.0,146160.0,140940.0,140940.0,27.84,,Lead Data Scientist,UK
798,798,CarFinance247,93090.0,90480.0,95700.0,93960.0,93960.0,,,Lead Data Scientist,UK
799,799,Adecco Group,140940.0,133980.0,147900.0,141810.0,141810.0,,,Lead Data Scientist,UK
800,800,Liberis,120930.0,116580.0,125280.0,120930.0,120930.0,17400.0,,Lead Data Scientist,UK
802,802,Unbound (UK),129630.0,125280.0,133980.0,129630.0,129630.0,,,Lead Data Scientist,UK
803,803,--,80910.0,76560.0,85260.0,,,,,Lead Data Scientist,UK
804,804,Bank of England,99180.0,95700.0,102660.0,99180.0,99180.0,,,Data Scientist,UK
805,805,Abc,95700.0,92220.0,99180.0,95700.0,95700.0,,,Senior Data Scientist,UK
806,806,Microsoft,165300.0,158340.0,172260.0,166170.0,166170.0,,,Lead Data Scientist,UK
807,807,Schlumberger,146160.0,140940.0,151380.0,147030.0,147030.0,,,Lead Data Scientist,UK
808,808,Skimlinks,104400.0,100920.0,107880.0,105270.0,105270.0,,,Data Scientist,UK
809,809,Elevate Credit,45240.0,43500.0,46980.0,,,,,Data Scientist Intern,UK
