,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
0,Ascendum Solutions,Data Scientist,"$91,828/yr",$92K,$92K,"$91,828",No Reports,,
1,Facebook,Data Scientist,"$151,262/yr",$100K,$219K,"$151,262","$15,000","$15,000","$25,395"
2,Expedia Group,Data Scientist,"$121,179/yr",$111K,$143K,"$121,179","$33,004","$33,004","$19,041"
3,"Quora, Inc.",Data Scientist,"$118,827/yr",$110K,$140K,"$118,827",No Reports,,
4,Oracle,Data Scientist,"$140,110/yr",$26K,$192K,"$140,110","$15,489","$15,489","$11,525"
5,IBM,Data Scientist,"$124,166/yr",$61K,$211K,"$124,166","$3,173","$5,087","$30,508"
6,Microsoft,Data Scientist,"$129,804/yr",$13K,$198K,"$129,804","$15,521","$15,451","$50,000"
7,ServiceNow,Data Scientist,"$113,172/yr",$87K,$165K,"$113,172","$21,153","$21,153",
8,Amazon,Data Scientist,"$117,335/yr",$61K,$183K,"$117,335","$25,436","$25,212","$5,000"
9,Booz Allen Hamilton,Data Scientist,"$84,511/yr",$64K,$151K,"$84,246","$5,081","$5,081",
10,Intel Corporation,Data Scientist,"$121,224/yr",$56K,$162K,"$121,224","$11,491","$10,081","$22,333"
11,Google,Data Scientist,"$140,000/yr",$71K,$227K,"$140,000","$25,508","$25,508","$63,861"
12,Wayfair,Data Scientist,"$107,755/yr",$81K,$138K,"$107,755","$10,144","$10,144","$5,322"
13,Uber,Data Scientist,"$132,249/yr",$54K,$173K,"$132,249","$11,287","$11,287","$2,031"
14,Walmart,Data Scientist,"$114,785/yr",$77K,$180K,"$112,234","$17,238","$16,451","$15,305"
15,Airbnb,Data Scientist,"$173,452/yr",$96K,$225K,"$173,452","$15,531","$15,531","$57,978"
16,Adobe,Data Scientist,"$134,678/yr",$91K,$161K,"$134,678","$9,593","$9,593","$41,136"
17,Apple,Data Scientist,"$144,960/yr",$95K,$198K,"$144,960","$10,836","$10,836","$32,912"
18,Cisco Systems,Data Scientist,"$170,309/yr",$76K,$181K,"$170,309","$20,199","$20,199","$1,547"
19,R&D Systems,Data Scientist,"$112,234/yr",$102K,$112K,"$112,234",No Reports,,
20,Western Digital,Data Scientist,"$134,006/yr",$114K,$145K,"$134,006","$26,905","$26,905","$5,182"
21,Nielsen,Data Scientist,"$83,293/yr",$63K,$124K,"$83,293","$6,911","$6,911",
22,Capital One,Data Scientist,"$116,029/yr",$83K,$144K,"$116,029","$10,571","$10,571","$5,583"
23,Ford Motor Company,Data Scientist,"$97,364/yr",$74K,$125K,"$97,364","$5,380","$5,782","$10,000"
24,MZ,Data Scientist,"$107,446/yr",$107K,$107K,"$107,446","$20,694","$20,694",
25,Aetna,Data Scientist,"$117,335/yr",$84K,$135K,"$117,335","$7,117","$7,117","$8,144"
26,C3.ai,Data Scientist,"$113,245/yr",$113K,$153K,"$113,245",$1,$1,$1
27,LinkedIn,Data Scientist,"$139,132/yr",$101K,$158K,"$139,132","$13,521","$13,521","$42,545"
28,PayPal,Data Scientist,"$145,000/yr",$123K,$175K,"$145,000","$14,555","$14,440","$27,352"
29,Fractal,Data Scientist,"$89,240/yr",$80K,$125K,"$89,240","$6,000","$6,000",
30,Uptake,Data Scientist,"$109,261/yr",$74K,$131K,"$109,261","$5,170",,"$5,170"
31,Boston Consulting Group,Data Scientist,"$118,549/yr",$116K,$164K,"$118,549","$23,654","$17,483","$6,137"
32,HP Inc.,Data Scientist,"$122,007/yr",$122K,$122K,"$122,007","$10,169","$10,169",
33,McKinsey & Company,Data Scientist,"$102,031/yr",$85K,$138K,"$102,031","$21,076","$21,076",
34,Visa Inc.,Data Scientist,"$123,631/yr",$104K,$150K,"$123,631","$10,688","$10,688","$20,339"
35,Boeing,Data Scientist,"$123,085/yr",$85K,$145K,"$123,085","$5,860","$5,860",
36,SAP,Data Scientist,"$113,254/yr",$85K,$129K,"$113,254","$10,239","$10,239",
37,J.P. Morgan,Data Scientist,"$122,416/yr",$70K,$210K,"$122,416","$33,499","$33,499",$1
38,Twitter,Data Scientist,"$144,762/yr",$117K,$167K,"$144,762","$14,794","$14,794","$49,657"
39,Facebook,Data Scientist - Monthly Intern,"$7,712/mo",$7K,$9K,,,,
40,Lyft,Data Scientist,"$159,168/yr",$128K,$186K,"$159,168","$10,146","$10,146","$72,521"
41,NVIDIA,Data Scientist,"$188,149/yr",$162K,$188K,"$188,149",No Reports,,
42,PwC,Data Scientist,"$106,888/yr",$83K,$130K,"$106,888","$4,141","$4,141",
43,eBay,Data Scientist,"$129,004/yr",$104K,$165K,"$129,004","$10,864","$10,864","$12,874"
44,KPMG,Data Scientist,"$99,913/yr",$72K,$132K,"$99,913","$5,322","$5,322",
45,UnitedHealth Group,Data Scientist,"$83,313/yr",$71K,$135K,"$83,313","$3,279","$3,279","$1,554"
46,Verizon,Data Scientist,"$118,650/yr",$78K,$164K,"$118,650","$12,669","$12,669","$1,527"
47,Pixalate,Data Scientist,"$131,863/yr",$132K,$132K,"$131,863",No Reports,,
48,Satmap,Data Scientist,"$103,751/yr",$104K,$104K,"$103,751",No Reports,,
49,Ericsson-Worldwide,Data Scientist,"$114,717/yr",$97K,$158K,"$114,717","$8,674","$8,674",
50,CKM Analytix,Data Scientist,"$83,471/yr",$72K,$102K,"$83,471","$5,066","$5,066",
51,SimpleBet,Data Scientist,"$132,205/yr",$81K,$142K,"$132,205",No Reports,,"$44,715"
52,Zillow,Data Scientist,"$124,089/yr",$101K,$147K,"$124,089","$15,466","$15,466","$25,946"
53,Stitch Fix,Data Scientist,"$193,859/yr",$163K,$265K,"$193,859","$10,464","$10,464","$30,489"
54,Spotify,Data Scientist,"$131,000/yr",$106K,$153K,"$131,000","$20,359","$20,359","$31,117"
55,Autodesk,Data Scientist,"$118,549/yr",$104K,$141K,"$118,549","$5,090","$5,090",
56,Workday,Data Scientist,"$129,371/yr",$129K,$160K,"$129,371",No Reports,,"$20,264"
57,Cognizant Technology Solutions,Data Scientist,"$98,196/yr",$81K,$120K,"$98,196","$3,186","$3,186",
58,Civis Analytics,Data Scientist,"$82,233/yr",$66K,$104K,"$82,233","$5,182","$5,182",
59,American Express,Data Scientist,"$110,193/yr",$73K,$133K,"$110,193","$15,305","$15,305",
60,Caterpillar,Data Scientist,"$84,562/yr",$71K,$97K,"$84,562","$8,336","$8,117","$12,500"
61,Express Scripts,Data Scientist,"$110,694/yr",$111K,$111K,"$110,694",No Reports,,
62,Salesforce,Data Scientist,"$145,296/yr",$111K,$178K,"$145,296","$17,437","$17,437","$32,759"
63,Tout (CA),Data Scientist,"$133,706/yr",$121K,$147K,"$133,706",No Reports,,
64,Groupon,Data Scientist,"$157,134/yr",$91K,$191K,"$157,134","$24,424","$24,750","$10,329"
65,Allstate,Data Scientist,"$101,550/yr",$87K,$133K,"$101,550","$4,330","$4,330",
66,AgilOne,Data Scientist,"$94,291/yr",$90K,$187K,"$94,291",No Reports,,
67,Northrop Grumman,Data Scientist,"$103,655/yr",$85K,$157K,"$103,655",No Reports,,
68,Rang Technologies,Data Scientist,"$108,327/yr",$95K,$133K,"$108,327",No Reports,,
69,Deloitte,Data Scientist,"$93,361/yr",$40K,$232K,"$93,361","$8,997","$8,997",
70,Insurance Services Office,Data Scientist,"$86,726/yr",$87K,$127K,"$86,726",No Reports,,
71,Accenture,Data Scientist,"$105,155/yr",$81K,$134K,"$105,155","$3,656","$4,258","$10,080"
72,Verisk Analytics,Data Scientist,"$95,150/yr",$87K,$135K,"$95,150","$7,756","$7,756","$7,125"
73,Bayer,Data Scientist,"$111,973/yr",$97K,$122K,"$111,973","$9,652","$9,652",
74,Bank of America,Data Scientist,"$103,599/yr",$51K,$192K,"$103,599","$8,248","$8,245",$5
75,84.51°,Data Scientist,"$85,970/yr",$66K,$122K,"$85,970","$4,053","$4,053",
76,Verizon Media,Data Scientist,"$130,428/yr",$110K,$217K,"$130,428","$13,043","$13,043","$7,487"
77,GE,Data Scientist,"$117,335/yr",$80K,$176K,"$117,335","$3,249","$3,249",
78,NetApp,Data Scientist,"$137,647/yr",$105K,$166K,"$137,647",No Reports,,
79,State Farm,Data Scientist,"$97,816/yr",$52K,$148K,"$97,816","$8,337","$8,337",
80,General Motors (GM),Data Scientist,"$106,643/yr",$77K,$147K,"$106,643","$15,272","$14,474","$18,112"
81,Optum,Data Scientist,"$92,463/yr",$80K,$129K,"$92,463","$1,539","$1,539",
82,Nordstrom,Data Scientist,"$116,873/yr",$94K,$158K,"$116,873","$21,240","$21,240",
83,Honeywell,Data Scientist,"$100,000/yr",$77K,$132K,"$100,000","$10,564","$10,564",
84,The Home Depot,Data Scientist,"$118,650/yr",$93K,$153K,"$118,650","$6,654","$5,581","$15,119"
85,Micron Technology,Data Scientist,"$107,866/yr",$96K,$951K,"$107,866","$10,137","$7,808","$9,662"
86,Feedzai,Data Scientist,"$101,372/yr",$85K,$132K,"$101,372","$18,279","$14,821","$6,269"
87,Lockheed Martin,Data Scientist,"$102,035/yr",$76K,$242K,"$102,035","$21,130","$21,130","$20,630"
88,Tesla,Data Scientist,"$113,433/yr",$88K,$151K,"$113,433","$7,975","$7,975","$18,558"
89,Asana,Data Scientist,"$138,058/yr",$125K,$201K,"$138,058","$30,095","$30,095","$47,650"
90,Guidewire,Data Scientist,"$123,387/yr",$122K,$129K,"$123,387","$12,414","$12,414",
91,Indeed,Data Scientist,"$126,582/yr",$88K,$163K,"$126,582","$18,074","$18,074",
92,Schlumberger,Data Scientist,"$116,586/yr",$98K,$132K,"$116,586","$5,136","$5,136",$1
93,Gallup,Data Scientist,"$101,267/yr",$91K,$111K,"$101,267","$5,054","$5,054",
94,Equifax,Data Scientist,"$100,443/yr",$72K,$133K,"$100,443","$9,134","$9,134",
95,Humana,Data Scientist,"$100,849/yr",$77K,$125K,"$100,849","$8,000","$8,000",
96,Fidelity Investments,Data Scientist,"$107,217/yr",$76K,$127K,"$107,217","$17,389","$17,389",
97,LinkedIn,Data Scientist - Hourly Intern,$51/hr,$45,$59,,,,
98,Intuit,Data Scientist,"$131,093/yr",$110K,$145K,"$131,093","$23,634","$23,634","$25,079"
99,AIG,Data Scientist,"$108,260/yr",$83K,$176K,"$108,260","$10,941","$10,941",
100,Applied Materials,Data Scientist,"$121,369/yr",$84K,$158K,"$121,369","$13,104","$12,620","$13,128"
101,Pacific Northwest National Laboratory,Data Scientist,"$97,703/yr",$79K,$148K,"$97,703",No Reports,,
102,Cognistx,Data Scientist,"$74,830/yr",$66K,$129K,"$74,830",No Reports,,
103,Cerner,Data Scientist,"$101,629/yr",$90K,$112K,"$101,629",No Reports,,
104,John Deere,Data Scientist,"$90,643/yr",$80K,$112K,"$90,643","$10,833","$14,044","$7,056"
105,Citi,Data Scientist,"$103,008/yr",$78K,$166K,"$103,008","$5,111","$5,111",
106,Quicken Loans,Data Scientist,"$101,965/yr",$64K,$125K,"$101,965","$12,307","$12,307","$8,568"
107,Tripadvisor,Data Scientist,"$127,786/yr",$116K,$157K,"$127,786","$14,022","$14,022","$51,736"
108,Square,Data Scientist,"$141,757/yr",$113K,$192K,"$141,757",No Reports,,"$50,815"
109,Hewlett Packard Enterprise | HPE,Data Scientist,"$102,976/yr",$72K,$142K,"$102,976","$13,757","$13,757",
110,MITRE,Data Scientist,"$106,000/yr",$88K,$151K,"$106,000","$1,058","$1,058",
111,Adobe,Data Scientist - Hourly Intern,$53/hr,$46,$55,,,,
112,Dell Technologies,Data Scientist,"$88,044/yr",$66K,$117K,"$88,044","$1,530","$1,530",
113,T-Mobile,Data Scientist,"$96,084/yr",$82K,$125K,"$96,084","$15,000","$15,000","$3,153"
114,Comscore,Data Scientist,"$95,135/yr",$84K,$127K,"$95,135",No Reports,,
115,ADP,Data Scientist,"$115,522/yr",$96K,$123K,"$115,522","$6,023","$6,023",
116,Xilinx,Data Scientist,"$134,913/yr",$135K,$135K,"$134,913",No Reports,,
117,DISH,Data Scientist,"$105,374/yr",$76K,$117K,"$105,374","$2,023",,"$2,023"
118,NASA Jet Propulsion Laboratory,Data Scientist,"$110,598/yr",$103K,$135K,"$110,598",No Reports,,
119,Tata Consultancy Services,Data Scientist,"$119,351/yr",$66K,$191K,"$119,351","$4,353","$4,353",
120,Conversant,Data Scientist,"$116,855/yr",$106K,$153K,"$116,855","$10,137","$10,137",
121,GlobalSync,Data Scientist,"$95,349/yr",$95K,$95K,"$95,349",No Reports,,
122,Lumiata,Data Scientist,"$129,680/yr",$128K,$137K,"$129,680","$2,709","$2,709",
123,Leidos,Data Scientist,"$97,937/yr",$87K,$169K,"$97,937",No Reports,,
124,Esurance,Data Scientist,"$107,132/yr",$99K,$120K,"$107,132","$8,325","$8,325",
125,Monsanto Company,Data Scientist,"$119,007/yr",$94K,$130K,,,,
126,SAP,Data Scientist - Hourly Intern,$40/hr,$34,$47,,,,
127,Cox Automotive,Data Scientist,"$88,352/yr",$81K,$112K,"$88,352","$21,671","$21,671",
128,Zurich North America,Data Scientist,"$113,192/yr",$91K,$146K,"$113,192","$10,857","$10,267","$12,213"
129,Sears,Data Scientist,"$117,461/yr",$73K,$158K,"$117,461","$10,829","$10,829",
130,AT&T,Data Scientist,"$116,507/yr",$92K,$183K,"$116,507","$10,595","$10,576","$9,206"
131,Bed Bath & Beyond,Data Scientist,"$91,828/yr",$80K,$195K,"$91,828","$5,182","$5,182",
132,US Department of Defense,Data Scientist,"$92,249/yr",$75K,$119K,"$92,249","$3,139","$3,139","$1,057"
133,Experian,Data Scientist,"$133,300/yr",$115K,$168K,"$133,300","$24,316","$24,316",
134,Opex Analytics,Data Scientist,"$107,132/yr",$97K,$120K,"$107,132","$12,668","$12,668",
135,CCRi,Data Scientist - Hourly,$43/hr,$36,$49,$43,"$1,623","$1,623",
136,Scry Analytics,Data Scientist,"$114,970/yr",$92K,$124K,"$114,970",No Reports,,
137,Red Hat,Data Scientist,"$97,304/yr",$81K,$116K,"$97,304","$8,920","$8,055","$9,560"
138,Bloomberg L.P.,Data Scientist,"$143,263/yr",$92K,$172K,"$143,263","$20,825","$20,825",
139,SAP Concur,Data Scientist,"$109,683/yr",$92K,$121K,"$109,683",No Reports,,
140,Kabbage,Data Scientist,"$121,653/yr",$99K,$164K,"$121,653","$29,765","$29,765","$42,930"
141,Engineering Technology Associates,Data Scientist,"$87,747/yr",$87K,$95K,"$87,747",No Reports,,
142,Noblis,Data Scientist,"$81,732/yr",$76K,$134K,"$81,732","$3,051","$3,139","$3,051"
143,Kohl's,Data Scientist,"$120,128/yr",$120K,$167K,"$120,128","$10,315","$10,315",
144,Wells Fargo,Data Scientist,"$126,341/yr",$75K,$141K,"$126,341","$20,339","$20,339",
145,Antuit,Data Scientist,"$81,634/yr",$69K,$155K,"$81,634","$8,025","$8,025",
146,Chegg,Data Scientist,"$125,364/yr",$121K,$155K,"$125,364",No Reports,,
147,U.S. Bank,Data Scientist,"$99,410/yr",$71K,$127K,"$99,410","$11,084","$15,244","$6,109"
148,American Family Insurance,Data Scientist,"$104,582/yr",$99K,$117K,"$104,582","$11,709","$11,709",
149,Amazon,Data Scientist - Monthly Intern,"$7,067/mo",$5K,$9K,,,,
150,National Geospatial-Intelligence Agency,Data Scientist,"$104,957/yr",$77K,$121K,"$104,957","$3,094","$3,094",
151,Morgan Stanley,Data Scientist,"$128,993/yr",$102K,$256K,"$128,993","$23,444","$23,444",
152,Staples,Data Scientist,"$116,782/yr",$90K,$136K,"$116,782","$13,484","$13,484","$10,800"
153,SparkCognition,Data Scientist,"$96,089/yr",$84K,$124K,"$96,089",No Reports,,"$79,783"
154,Alliance Data,Data Scientist,"$104,616/yr",$74K,$134K,"$104,616","$6,817","$6,817",
155,Opendoor,Data Scientist,"$149,219/yr",$129K,$184K,"$149,219",No Reports,,
156,Zest AI,Data Scientist,"$112,234/yr",$96K,$163K,"$112,234",No Reports,,
157,Infosys,Data Scientist,"$102,505/yr",$50K,$145K,"$102,505",No Reports,,
158,Thomson Reuters,Data Scientist,"$112,734/yr",$93K,$135K,"$112,734","$2,539","$2,539",
159,Ancestry,Data Scientist,"$129,060/yr",$129K,$132K,"$129,060","$8,789","$8,789","$2,197"
160,Lawrence Livermore National Laboratory,Data Scientist,"$149,108/yr",$93K,$179K,"$149,108",No Reports,,
161,Walmart eCommerce,Data Scientist,"$137,839/yr",$107K,$172K,"$137,839","$27,463","$27,463","$30,574"
162,IBM,Data Scientist - Hourly Intern,$33/hr,$26,$40,,,,
163,NCR,Data Scientist,"$95,483/yr",$46K,$100K,"$95,483","$3,625","$3,625",
164,Capgemini,Data Scientist,"$93,972/yr",$66K,$112K,"$93,972","$10,119","$10,119",
165,Lowe's,Data Scientist,"$112,234/yr",$94K,$126K,"$112,234","$14,254","$14,254",
166,Nielsen,Data Scientist - Hourly Intern,$21/hr,$20,$27,,,,
167,Philips,Data Scientist,"$123,462/yr",$107K,$157K,"$123,462","$10,654","$10,654",
168,Teradata,Data Scientist,"$101,684/yr",$75K,$128K,"$101,684","$10,162","$10,162",
169,Johnson & Johnson,Data Scientist - Hourly Intern,$25/hr,$22,$51,,,,
170,Grubhub,Data Scientist,"$105,769/yr",$105,$159K,"$105,769",No Reports,,"$32,888"
171,AppZen,Data Scientist,"$134,983/yr",$126K,$179K,"$134,983","$15,610","$15,610",
172,Macy's,Data Scientist,"$128,435/yr",$85K,$147K,"$128,435","$12,952","$12,952",
173,Verizon Wireless,Data Scientist,"$117,410/yr",$106K,$141K,"$118,650","$12,669","$12,669","$1,527"
174,Chevron,Data Scientist,"$140,526/yr",$99K,$213K,"$140,526","$16,953","$16,953","$11,675"
175,Apple,Data Scientist - Hourly Intern,$52/hr,$26,$60,,,,
176,Clover Health,Data Scientist,"$142,784/yr",$137K,$173K,"$142,784",No Reports,,
177,TrueCar,Data Scientist,"$114,074/yr",$15K,$143K,"$114,074","$12,382","$12,382","$5,182"
178,Akamai,Data Scientist,"$117,344/yr",$105K,$137K,"$117,344",No Reports,,
179,SAS Institute,Data Scientist,"$100,315/yr",$94K,$117K,"$100,315","$10,107","$10,107",
180,Fuzzy Logix,Data Scientist,"$76,750/yr",$76K,$110K,"$76,750","$10,964","$10,964",
181,SAIC,Data Scientist,"$94,091/yr",$77K,$101K,"$94,091",No Reports,,
182,State Street,Data Scientist,"$90,914/yr",$86K,$196K,"$90,914",No Reports,,
183,TE Connectivity,Data Scientist,"$114,803/yr",$71K,$128K,"$114,803","$19,120","$19,120",
184,Pearson,Data Scientist,"$122,695/yr",$108K,$154K,"$122,695","$11,166","$11,166",
185,GEICO,Data Scientist,"$101,794/yr",$51K,$111K,"$101,794","$5,546","$2,534","$8,557"
186,CCC Information Services,Data Scientist,"$91,778/yr",$81K,$138K,"$91,778",No Reports,,
187,Highmark,Data Scientist,"$96,929/yr",$92K,$115K,"$96,929","$10,663","$10,663",
188,Loven Systems,Data Scientist,"$87,747/yr",$77K,$88K,"$87,747",No Reports,,
189,Indigo,Data Scientist,"$115,000/yr",$97K,$125K,"$115,000","$15,049","$15,049",
190,Elder Research,Data Scientist,"$95,799/yr",$69K,$136K,"$95,799",No Reports,,
191,Bidgely,Data Scientist,"$140,636/yr",$132K,$145K,"$140,636","$2,500","$2,500",
192,CGI,Data Scientist,"$96,304/yr",$84K,$118K,"$96,304","$5,174","$5,174",$1
193,Maxima Consulting,Data Scientist,"$84,686/yr",$77K,$85K,"$84,686",No Reports,,
194,IMVU,Data Scientist,"$138,646/yr",$116K,$144K,"$138,646",$2,,$2
195,Thermo Fisher Scientific,Data Scientist,"$95,000/yr",$38K,$167K,"$95,000","$9,312","$9,312",
196,Asurion,Data Scientist,"$107,132/yr",$103K,$112K,"$107,132","$10,132","$10,132",
197,First Derivatives,Data Scientist,"$43,080/yr",$31K,$94K,"$43,080",No Reports,,
198,The Hartford,Data Scientist,"$98,645/yr",$79K,$110K,"$98,645","$11,234","$11,234",
199,ExxonMobil,Data Scientist,"$106,703/yr",$70K,$156K,"$106,703","$4,226","$4,226",
200,NBCUniversal,Data Scientist - Hourly Intern,$30/hr,$27,$32,,,,
201,Procter & Gamble,Data Scientist,"$118,356/yr",$96K,$124K,"$118,356",No Reports,,
202,Cummins,Data Scientist,"$77,234/yr",$71K,$90K,"$77,234","$5,066","$3,533","$7,000"
203,NortonLifeLock,Data Scientist,"$132,324/yr",$100K,$175K,"$132,324","$14,063","$15,672","$5,260"
204,Prudential,Data Scientist,"$108,332/yr",$91K,$116K,"$108,332","$15,152","$15,152",
205,Hewlett-Packard,Data Scientist,"$115,391/yr",$108K,$142K,,,,
206,Infoshare Systems,Data Scientist,"$75,950/yr",$76K,$76K,"$75,950",No Reports,,
207,Noodle.ai,Data Scientist,"$119,963/yr",$111K,$124K,"$119,963","$11,649","$11,649",
208,3M,Data Scientist,"$97,628/yr",$87K,$130K,"$97,628","$6,831","$4,226","$9,437"
209,EY,Data Scientist,"$113,748/yr",$71K,$213K,"$113,748","$5,033","$5,033",
210,Kaizen Analytix,Data Scientist,"$86,726/yr",$77K,$97K,"$86,726",No Reports,,
211,Point72,Data Scientist,"$117,063/yr",$102K,$194K,"$117,063","$20,893","$20,893",
212,ANCILE Solutions,Data Scientist,"$98,026/yr",$60K,$135K,"$98,026",No Reports,,
213,Liberty Mutual Insurance,Data Scientist,"$113,416/yr",$87K,$148K,"$113,416","$15,977","$15,977",
214,IQVIA,Data Scientist,"$87,306/yr",$76K,$106K,"$87,306","$3,054","$3,054",
215,Blend360,Data Scientist,"$65,804/yr",$62K,$81K,"$65,804","$2,042","$2,042",
216,Autodesk,Data Scientist - Hourly Intern,$43/hr,$38,$48,,,,
217,Edmunds.com,Data Scientist,"$152,589/yr",$111K,$174K,"$152,589","$6,286","$6,286",
218,Anthem,Data Scientist,"$110,704/yr",$71K,$124K,"$110,704",No Reports,,
219,Microsoft,Data Scientist - Monthly Intern,"$7,778/mo",$7K,$9K,,,,
220,Comcast,Data Scientist,"$114,110/yr",$78K,$172K,"$114,110",$4,$4,
221,Fidelity Investments,Data Scientist - Hourly Intern,$35/hr,$28,$39,,,,
222,Pactera,Data Scientist,"$92,802/yr",$68K,$138K,"$92,802",No Reports,,
223,Colaberry,Data Scientist,"$96,636/yr",$78K,$120K,"$96,636",No Reports,,
224,Crowe,Data Scientist,"$90,561/yr",$72K,$117K,"$90,561","$5,155","$5,155",
225,Amazon Robotics,Data Scientist,"$98,276/yr",$94K,$117K,"$98,276",No Reports,,
226,Gartner,Data Scientist,"$118,676/yr",$63K,$122K,"$118,676","$18,043","$18,043",
227,Natera,Data Scientist,"$117,611/yr",$111K,$150K,"$117,611",No Reports,,
228,Kaiser Permanente,Data Scientist,"$95,482/yr",$90K,$172K,"$95,482","$4,548","$4,548",
229,Southwest Airlines,Data Scientist,"$97,585/yr",$92K,$117K,"$97,585","$11,838","$3,109","$10,283"
230,Amgen,Data Scientist,"$126,671/yr",$102K,$149K,"$126,671","$20,727","$20,727","$10,364"
231,Etsy,Data Scientist,"$143,004/yr",$93K,$165K,"$143,004","$9,795","$9,795","$1,020"
232,Squarespace,Data Scientist,"$117,293/yr",$11K,$135K,"$117,293",No Reports,,
233,Ciber,Data Scientist,"$109,103/yr",$56K,$131K,"$109,103",No Reports,,
234,HCL Infosystems,Data Scientist,"$114,785/yr",$87K,$122K,"$114,785",No Reports,,
235,Roche,Data Scientist,"$144,673/yr",$88K,$167K,"$144,673","$12,000","$12,000",
236,Jet,Data Scientist,"$153,046/yr",$138K,$178K,"$153,046",No Reports,,
237,LMI,Data Scientist,"$87,197/yr",$76K,$118K,"$87,197","$6,852","$6,852",
238,Grid Dynamics,Data Scientist,"$99,673/yr",$86K,$184K,"$99,673",No Reports,,
239,MaxPoint,Data Scientist,"$97,910/yr",$81K,$115K,,,,
240,CNA,Data Scientist,"$116,288/yr",$94K,$144K,"$116,288","$11,627","$11,627",
241,Zenabi Data,Data Scientist,"$101,286/yr",$90K,$130K,"$101,286",No Reports,,
242,NIKE,Data Scientist,"$135,736/yr",$99K,$154K,"$135,736","$7,487","$7,487",
243,Hertz,Data Scientist,"$93,916/yr",$78K,$131K,"$93,916",No Reports,,
244,Albeado,Data Scientist,"$106,622/yr",$98K,$153K,"$106,622","$10,170","$10,170",
245,Pluralsight,Data Scientist,"$120,292/yr",$96K,$128K,"$120,292","$12,029","$12,029","$8,206"
246,Sigma-Aldrich,Data Scientist,"$89,277/yr",$81K,$102K,"$89,277","$2,034","$2,034",
247,DataRobot,Data Scientist,"$173,277/yr",$111K,$204K,"$173,277","$5,051","$5,051",
248,CIBO,Data Scientist,"$142,595/yr",$117K,$155K,"$142,595","$17,052","$17,052","$20,694"
249,Abzooba,Data Scientist,"$107,959/yr",$108K,$135K,"$107,959",No Reports,,
250,ProCogia,Data Scientist,"$96,929/yr",$92K,$115K,"$96,929","$10,000","$10,000",
251,MassMutual,Data Scientist,"$110,371/yr",$86K,$133K,"$110,371","$12,236","$2,609","$19,253"
252,Cable One,Data Scientist,"$92,100/yr",$75K,$101K,"$92,100","$2,724",,"$2,724"
253,DuPont,Data Scientist,"$122,475/yr",$88K,$130K,"$122,475",No Reports,,
254,Oscar Health,Data Scientist,"$143,876/yr",$130K,$162K,"$143,876","$15,171","$15,171","$53,799"
255,Bosch,Data Scientist,"$143,332/yr",$134K,$146K,"$143,332","$10,162","$10,162",
256,Indellient,Data Scientist,"$114,339/yr",$91K,$128K,"$114,339","$3,040","$3,040",
257,Ayasdi,Data Scientist,"$159,906/yr",$121K,$181K,"$159,906","$16,444","$16,444",$1
258,Battelle,Data Scientist,"$109,322/yr",$85K,$121K,"$109,322","$4,053","$4,053",
259,Plume Design,Data Scientist,"$119,376/yr",$111K,$120K,"$119,376",No Reports,,
260,C.H. Robinson,Data Scientist,"$102,298/yr",$91K,$163K,"$102,298","$10,663","$10,663",
261,Glassdoor,Data Scientist,"$131,736/yr",$104K,$163K,"$131,736","$10,941","$10,941","$11,144"
262,Avanade,Data Scientist,"$133,962/yr",$68K,$156K,"$133,962",No Reports,,
263,Paycom,Data Scientist,"$88,948/yr",$88K,$89K,"$88,948",No Reports,,
264,TechGenomics,Data Scientist,"$116,723/yr",$116K,$117K,"$116,723",No Reports,,
265,Stanley Black & Decker,Data Scientist,"$127,623/yr",$87K,$145K,"$127,623",No Reports,,
266,Salesforce,Data Scientist - Hourly Intern,$50/hr,$40,$52,,,,
267,Viasat,Data Scientist,"$130,322/yr",$111K,$153K,"$130,322","$2,040","$2,040",
268,Verra Mobility,Data Scientist,"$94,673/yr",$68K,$102K,"$94,673","$8,966","$8,966",
269,Enigma Technologies,Data Scientist,"$143,570/yr",$144K,$155K,"$143,570",No Reports,,
270,UnitedHealthCare,Data Scientist,"$89,339/yr",$81K,$102K,"$89,339",No Reports,,
271,Johns Hopkins University Applied Physics Laboratory,Data Scientist,"$97,030/yr",$91K,$137K,"$97,030",No Reports,,"$6,064"
272,CLARA analytics,Data Scientist,"$122,584/yr",$121K,$128K,"$122,584","$12,430","$12,430",
273,Abbott,Data Scientist,"$120,197/yr",$70K,$139K,"$120,197","$9,275","$9,275","$5,655"
274,"Pandora Media, LLC",Data Scientist,"$153,172/yr",$132K,$182K,"$153,172","$7,404","$7,404","$42,306"
275,UT Southwestern Medical Center,Data Scientist,"$68,310/yr",$48K,$70K,"$68,310",No Reports,,
276,EMC,Data Scientist,"$123,519/yr",$99K,$140K,,,,
277,MetLife,Data Scientist,"$87,888/yr",$83K,$96K,"$87,888","$6,108","$6,108",
278,HCA Healthcare,Data Scientist,"$97,868/yr",$90K,$127K,"$97,868",No Reports,,
279,Children's Hospital of Philadelphia,Data Scientist,"$92,090/yr",$83K,$131K,"$92,090",No Reports,,
280,ADP,Data Scientist - Hourly Intern,$35/hr,$31,$43,,,,
