,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
3410,New York Stem Cell Foundation,Data Scientist,$59K - $63K,$59K,$63K,$59K - $63K,$59K - $63K,,
3411,Green Street,Data Scientist - Hourly Intern,$25 - $26hourly,$25,$26,,,,
3412,Lark,Data Scientist - Monthly Intern,$5K - $5K,$5K,$5K,,,,
3413,Retro Rabbit,Data Scientist - Monthly,$2K - $2K,$2K,$2K,$2K - $2K,$2K - $2K,,
3414,Shape Security,Data Scientist,$98K - $108K,$98K,$108K,$98K - $108K,$98K - $108K,,
3415,Kronos Incorporated,Data Scientist,$125K - $135K,$125K,$135K,$30,No Reports,,
3416,Smeco,Data Scientist,$103K - $111K,$103K,$111K,$104K - $112K,$104K - $112K,,
3417,Bostnic Software,Data Scientist,$78K - $85K,$78K,$85K,$78K - $84K,$78K - $84K,,
3418,Upstate Medical University,Data Scientist,$49K - $53K,$49K,$53K,$49K - $53K,$49K - $53K,,
3419,AMPER TECHNOLOGIES,Data Scientist,$99K - $107K,$99K,$107K,$99K - $107K,$99K - $107K,,
3420,DocuSign,Data Scientist - Hourly Intern,$35 - $37hourly,$35,$37,,,,
3421,Liberty Lending,Data Scientist,$130K - $140K,$130K,$140K,$129K - $140K,$129K - $140K,,
3422,Alibaba Group,Data Scientist - Monthly Intern,$6K - $7K,$6K,$7K,,,,
3423,AAPC,Data Scientist,$69K - $74K,$69K,$74K,$68K - $74K,$68K - $74K,,
3424,Charter Global,Data Scientist,$88K - $97K,$88K,$97K,$89K - $97K,$89K - $97K,,
3425,Amenity Analytics,Data Scientist,$71K - $76K,$71K,$76K,$70K - $77K,$70K - $77K,,
3426,J.P. Morgan,Data Scientist - Hourly Contractor,$41 - $44hourly,$41,$44,,,,
3427,Presage Solutions,Data Scientist,$71K - $76K,$71K,$76K,$71K - $77K,$71K - $77K,,
3428,MedLab Media Group,Data Scientist,$44K - $48K,$44K,$48K,$44K - $48K,$44K - $48K,,
3429,Rentrak,Data Scientist,$81K - $89K,$81K,$89K,,,,
3430,Enveritas,Data Scientist,$88K - $96K,$88K,$96K,$7K - $7K,$7K - $7K,,
3431,Oak Ridge National Laboratory,Data Scientist - Monthly Intern,$2K - $2K,$2K,$2K,,,,
3432,Hyatt,Data Scientist,$105K - $112K,$105K,$112K,$104K - $112K,$104K - $112K,,
3433,Marathon Oil,Data Scientist,$96K - $104K,$96K,$104K,$95K - $103K,$95K - $103K,,
3434,CarePredict,Data Scientist,$119K - $129K,$119K,$129K,$118K - $128K,$118K - $128K,,
3435,AES Corporation,Data Scientist - Hourly Intern,$19 - $21hourly,$19,$21,,,,
3436,prestige,Data Scientist,$83K - $90K,$83K,$90K,,,,
3437,Edelman,Data Scientist,$79K - $85K,$79K,$85K,$79K - $84K,$79K - $84K,,
3438,NZXT,Data Scientist,$111K - $121K,$111K,$121K,$111K - $120K,$111K - $120K,,
3439,Wyng,Data Scientist,$83K - $90K,$83K,$90K,$83K - $89K,$83K - $89K,,
3440,Pottery Barn,Data Scientist,$131K - $142K,$131K,$142K,$131K - $141K,$131K - $141K,,
3441,American Bureau of Shipping (ABS),Data Scientist,$85K - $93K,$85K,$93K,$85K - $94K,$85K - $94K,$3K - $3K,
3442,StreetLight Data,Data Scientist,$118K - $126K,$118K,$126K,$118K - $127K,$118K - $127K,,
3443,Georgia State University,Data Scientist,$80K - $87K,$80K,$87K,$80K - $87K,$80K - $87K,,
3444,ZettaLabs,Data Scientist,$69K - $75K,$69K,$75K,$68K - $74K,$68K - $74K,,
3445,ActiveScaler,Data Scientist,$84K - $90K,$84K,$90K,$84K - $90K,$84K - $90K,,
3446,7-Eleven,Data Scientist,$100K - $109K,$100K,$109K,$24 - $25,$24 - $25,,
3447,Regeneron Pharmaceuticals,Data Scientist,$109K - $118K,$109K,$118K,$107K - $117K,$107K - $117K,,
3448,Walker Advertising,Data Scientist,$87K - $95K,$87K,$95K,$88K - $96K,$88K - $96K,,
3449,2U,Data Scientist,$127K - $138K,$127K,$138K,$127K - $137K,$127K - $137K,,
3450,Corridor Platforms,Data Scientist,$87K - $95K,$87K,$95K,$88K - $95K,$88K - $95K,,
3451,TTI Texas,Data Scientist,$76K - $82K,$76K,$82K,$75K - $81K,$75K - $81K,,
3452,Argonne National Laboratory,Data Scientist - Hourly Intern,$41 - $45hourly,$41,$45,,,,
3453,Scripps Networks Interactive,Data Scientist - Hourly,$29 - $31hourly,$29,$31,,,,
3454,MTA,Data Scientist - Contractor,$78K - $85K,$78K,$85K,,,,
3455,Mercari,Data Scientist,$166K - $182K,$166K,$182K,$166K - $179K,$166K - $179K,,
3456,Lemonade Lab,Data Scientist,$76K - $82K,$76K,$82K,$76K - $84K,$76K - $84K,,
3457,Rapid7,Data Scientist,$112K - $122K,$112K,$122K,$112K - $121K,$112K - $121K,,
3458,UserTesting,Data Scientist - Hourly Intern,$43 - $47hourly,$43,$47,,,,
3459,Fusion Alliance,Data Scientist,$78K - $84K,$78K,$84K,$78K - $84K,$78K - $84K,,
3460,Walmart Labs,Data Scientist - Intern,$79K - $85K,$79K,$85K,,,,
3461,Umpqua Bank,Data Scientist,$120K - $131K,$120K,$131K,$121K - $130K,$121K - $130K,,
3462,SpotHero,Data Scientist,$106K - $114K,$106K,$114K,$106K - $113K,$106K - $113K,,
3463,Apple,Data Scientist - Intern,$113K - $122K,$113K,$122K,,,,
3464,DoubleDown Interactive,Data Scientist,$104K - $112K,$104K,$112K,$104K - $112K,$104K - $112K,,
3465,Environmental Protection Agency,Data Scientist - Hourly Intern,$19 - $21hourly,$19,$21,,,,
3466,Kiva Systems,Data Scientist,$124K - $135K,$124K,$135K,,,,
3467,University of Minnesota,Data Scientist,$64K - $69K,$64K,$69K,$64K - $70K,$64K - $70K,,
3468,Reputation.com,Data Scientist - Hourly Intern,$35 - $39hourly,$35,$39,,,,
3469,Rehinged,Data Scientist,$88K - $96K,$88K,$96K,$87K - $95K,$87K - $95K,,
3470,Prime Therapeutics,Data Scientist,$91K - $100K,$91K,$100K,$92K - $100K,$92K - $100K,$10K - $10K,
3471,Disruptor Beam,Data Scientist - Hourly Intern,$41 - $44hourly,$41,$44,,,,
3472,Suprasoft,Data Scientist,$87K - $96K,$87K,$96K,$87K - $96K,$87K - $96K,,
3473,Crisis Text Line,Data Scientist - Contractor,$67K - $74K,$67K,$74K,,,,
3474,University of Southern California,Data Scientist - Monthly Intern,$5K - $5K,$5K,$5K,,,,
3475,Bridgecrest,Data Scientist,$69K - $74K,$69K,$74K,$69K - $74K,$69K - $74K,,
3476,Tetra Tech,Data Scientist,$102K - $111K,$102K,$111K,$102K - $109K,$102K - $109K,,
3477,Devon Energy,Data Scientist,$94K - $103K,$94K,$103K,$94K - $102K,$94K - $102K,,
3478,Active Mind Technologies,Data Scientist - Monthly Contractor,$5K - $6K,$5K,$6K,,,,
3479,Orchestro,Data Scientist,$99K - $109K,$99K,$109K,,,,
3480,US Agency for International Development,Data Scientist,$81K - $88K,$81K,$88K,$81K - $88K,$81K - $88K,,
3481,Bonify,Data Scientist,$38K - $42K,$38K,$42K,$39K - $41K,$39K - $41K,,
3482,BestPCB Design,Data Scientist - Hourly,$45 - $48hourly,$45,$48,$44 - $48,$44 - $48,,
3483,Paramount Capital Group,Data Scientist,$58K - $63K,$58K,$63K,$58K - $64K,$58K - $64K,,
3484,Bill & Melinda Gates Foundation,Data Scientist,$120K - $129K,$120K,$129K,$121K - $129K,$121K - $129K,,
3485,Altair Engineering,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3486,King Street Capital Management,Data Scientist,$195K - $210K,$195K,$210K,$198K - $213K,$198K - $213K,,
3487,CEB,Data Scientist - Hourly,$23 - $25hourly,$23,$25,,,,
3488,mscripts,Data Scientist,$74K - $79K,$74K,$79K,$74K - $79K,$74K - $79K,,
3489,Button,Data Scientist,$105K - $114K,$105K,$114K,$106K - $115K,$106K - $115K,,
3490,Brookhaven National Laboratory,Data Scientist,$116K - $126K,$116K,$126K,$118K - $127K,$118K - $127K,,
3491,SpringML,Data Scientist,$103K - $110K,$103K,$110K,$102K - $111K,$102K - $111K,,
3492,Duke.AI,Data Scientist - Hourly Intern,$18 - $19hourly,$18,$19,,,,
3493,eXelate,Data Scientist,$79K - $86K,$79K,$86K,$81K - $86K,$81K - $86K,,
3494,Stealth Mode Startup,Data Scientist,$98K - $108K,$98K,$108K,$99K - $107K,$99K - $107K,,
3495,Rifiniti,Data Scientist - Hourly,$27 - $30hourly,$27,$30,$27 - $30,$27 - $30,,
3496,Envoy,Data Scientist,$139K - $151K,$139K,$151K,$139K - $152K,$139K - $152K,,
3497,YouTube,Data Scientist,$133K - $143K,$133K,$143K,$130K - $142K,$130K - $142K,$21K - $23K,$21K - $23K
3498,The Rainmaker Group,Data Scientist,$76K - $82K,$76K,$82K,$77K - $82K,$77K - $82K,,
3499,iSmile Technologies,Data Scientist - Hourly Intern,$19 - $21hourly,$19,$21,,,,
3500,Sharp Electronics (US),Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
3501,Argus Information & Advisory Services,Data Scientist,$75K - $80K,$75K,$80K,$74K - $81K,$74K - $81K,$10K - $11K,
3502,Key Business Solutions,Data Scientist - Hourly Contractor,$56 - $61hourly,$56,$61,,,,
3503,Signature Consultants,Data Scientist - Contractor,$98K - $106K,$98K,$106K,,,,
3504,FOKAL,Data Scientist,$116K - $126K,$116K,$126K,$117K - $127K,$117K - $127K,,
3505,Autodesk,Data Scientist - Intern,$87K - $94K,$87K,$94K,,,,
3506,Even,Data Scientist,$160K - $173K,$160K,$173K,$159K - $172K,$159K - $172K,,
3507,Nextdoor,Data Scientist - Monthly,$8K - $8K,$8K,$8K,$151K - $174K,$151K - $174K,,
3508,ITHAKA,Data Scientist,$103K - $111K,$103K,$111K,$103K - $111K,$103K - $111K,,
3509,Enstoa,Data Scientist,$134K - $145K,$134K,$145K,$133K - $146K,$133K - $146K,,
3510,BlueOptima,Data Scientist,$60K - $64K,$60K,$64K,$59K - $65K,$59K - $65K,,
3511,Innova (Turkey),Data Scientist,$78K - $86K,$78K,$86K,$78K - $84K,$78K - $84K,,
3512,Monsanto Company,Data Scientist - Contractor,$84K - $89K,$84K,$89K,,,,
3513,Massive Dynamic Marketing Solutions,Data Scientist,$130K - $140K,$130K,$140K,$130K - $142K,$130K - $142K,,
3514,Wireless Republic,Data Scientist,$81K - $88K,$81K,$88K,$81K - $88K,$81K - $88K,,
3515,Multicenter Perioperative Outcomes Group,Data Scientist,$59K - $64K,$59K,$64K,$58K - $64K,$58K - $64K,,
3516,Defence Research & Development Organisation,Data Scientist,$117K - $127K,$117K,$127K,$118K - $128K,$118K - $128K,,
3517,Arbor (IL),Data Scientist,$101K - $109K,$101K,$109K,$102K - $110K,$102K - $110K,$15K - $17K,
3518,Attunely,Data Scientist,$119K - $128K,$119K,$128K,$118K - $129K,$118K - $129K,,
3519,AmeriHealth Caritas,Data Scientist,$97K - $105K,$97K,$105K,$98K - $105K,$98K - $105K,,
3520,Spin,Data Scientist,$133K - $147K,$133K,$147K,$134K - $145K,$134K - $145K,,
3521,Huntington National Bank,Data Scientist,$133K - $143K,$133K,$143K,$131K - $142K,$131K - $142K,,
3522,ILLUME Advising,Data Scientist,$89K - $96K,$89K,$96K,$87K - $95K,$87K - $95K,,
3523,Seacoast Bank,Data Scientist,$81K - $87K,$81K,$87K,$81K - $88K,$81K - $88K,,
3524,Kael Huerta Acuña,Data Scientist,$82K - $88K,$82K,$88K,$5K - $6K,$5K - $6K,,
3525,Sydata Consulting,Data Scientist,$78K - $84K,$78K,$84K,$78K - $85K,$78K - $85K,,
3526,GP Strategies Corporation,Data Scientist,$87K - $95K,$87K,$95K,,,,
3527,AT&T,Data Scientist - Contractor,$137K - $149K,$137K,$149K,,,,
3528,Entertainment Data Oracle,Data Scientist,$109K - $118K,$109K,$118K,$109K - $117K,$109K - $117K,,$6K - $6K
3529,Audible,Data Scientist - Hourly Intern,$42 - $45hourly,$42,$45,,,,
3530,Soothsayer Analytics,Data Scientist,$64K - $70K,$64K,$70K,$64K - $70K,$64K - $70K,$4 - $4,
3531,Copart,Data Scientist - Hourly Intern,$20 - $22hourly,$20,$22,,,,
3532,Facebook,Data Scientist - Intern,$83K - $90K,$83K,$90K,,,,
3533,Lentigen,Data Scientist,$72K - $78K,$72K,$78K,$71K - $78K,$71K - $78K,,
3534,Verana Health,Data Scientist,$90K - $98K,$90K,$98K,$89K - $98K,$89K - $98K,$9K - $10K,
3535,NEOGOV,Data Scientist - Hourly Contractor,$34 - $37hourly,$34,$37,,,,
3536,Symbeo,Data Scientist,$246K - $263K,$246K,$263K,$244K - $264K,$244K - $264K,,
3537,Penn Medicine,Data Scientist - Hourly Intern,$12 - $13hourly,$12,$13,,,,
3538,Trace3,Data Scientist,$149K - $163K,$149K,$163K,$151K - $161K,$151K - $161K,,
3539,Air Products,Data Scientist,$113K - $124K,$113K,$124K,$114K - $123K,$114K - $123K,,
3540,MGH & BWH Center for Clinical Data Science,Data Scientist,$123K - $135K,$123K,$135K,$125K - $133K,$125K - $133K,$12K - $13K,
3541,University of Mississippi Medical Center,Data Scientist,$63K - $70K,$63K,$70K,$64K - $69K,$64K - $69K,,
3542,Quicken Loans,Data Scientist,$58K - $62K,$58K,$62K,"$101,965","$12,307","$12,307","$8,568"
3543,Esri,Data Scientist - Hourly,$51 - $57hourly,$51,$57,$52 - $56,$52 - $56,,
3544,Soleo,Data Scientist - Hourly Intern,$20 - $21hourly,$20,$21,,,,
3545,Interactions,Data Scientist,$85K - $92K,$85K,$92K,$85K - $92K,$85K - $92K,$8K - $9K,
3546,Happy Money,Data Scientist - Hourly Intern,$32 - $35hourly,$32,$35,,,,
3547,VoxelCloud,Data Scientist,$146K - $158K,$146K,$158K,$146K - $159K,$146K - $159K,,
3548,Ebates,Data Scientist,$155K - $169K,$155K,$169K,,,,
3549,Roche,Data Scientist - Hourly Intern,$30 - $32hourly,$30,$32,,,,
3550,Ascent Services Group,Data Scientist,$122K - $132K,$122K,$132K,$120K - $131K,$120K - $131K,$24K - $26K,
3551,Alcon,Data Scientist - Hourly Intern,$30 - $33hourly,$30,$33,,,,
3552,Scout Energy Partners,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
3553,Barclays,Data Scientist,$100K - $109K,$100K,$109K,$102K - $109K,$102K - $109K,$10K - $11K,
3554,Argus Insights,Data Scientist,$88K - $96K,$88K,$96K,$88K - $94K,$88K - $94K,,
3555,Noel Group,Data Scientist,$96K - $106K,$96K,$106K,$97K - $105K,$97K - $105K,,
3556,Life Raft Group,Data Scientist,$82K - $89K,$82K,$89K,$82K - $90K,$82K - $90K,$1K - $1K,
3557,Seres Therapeutics,Data Scientist,$105K - $113K,$105K,$113K,$105K - $115K,$105K - $115K,$5K - $5K,$2K - $3K
3558,QuantumBlack,Data Scientist,$122K - $132K,$122K,$132K,$121K - $133K,$121K - $133K,,
3559,Gusto,Data Scientist,$167K - $181K,$167K,$181K,$166K - $180K,$166K - $180K,,
3560,Lydec,Data Scientist,$119K - $129K,$119K,$129K,$119K - $129K,$119K - $129K,,
3561,Jobjet,Data Scientist - Hourly Intern,$11 - $12hourly,$11,$12,,,,
3562,Amazon,Data Scientist,$101K - $110K,$101K,$110K,"$117,335","$25,436","$25,212","$5,000"
3563,The Interface Financial Group,Data Scientist - Hourly Intern,$22 - $24hourly,$22,$24,,,,
3564,FusionOps,Data Scientist,$129K - $139K,$129K,$139K,$130K - $139K,$130K - $139K,,
3565,Cornet Infotech,Data Scientist - Hourly,$29 - $32hourly,$29,$32,$29 - $32,$29 - $32,,
3566,Electronic Arts,Data Scientist - Hourly,$31 - $34hourly,$31,$34,$31 - $34,$31 - $34,,
3567,Tyson Foods,Data Scientist - Hourly,$18 - $19hourly,$18,$19,$18 - $19,$18 - $19,,
3568,Walmart,Data Scientist - Hourly Intern,$52 - $56hourly,$52,$56,,,,
3569,Nebraska Book,Data Scientist,$60K - $65K,$60K,$65K,$60K - $65K,$60K - $65K,,
3570,DTE Energy,Data Scientist,$117K - $126K,$117K,$126K,$117K - $128K,$117K - $128K,,
3571,InvestingChannel,Data Scientist,$79K - $85K,$79K,$85K,$78K - $86K,$78K - $86K,,
3572,Virgin Pulse,Data Scientist,$77K - $84K,$77K,$84K,$78K - $84K,$78K - $84K,$7K - $8K,
3573,Codazen,Data Scientist,$92K - $100K,$92K,$100K,$91K - $99K,$91K - $99K,,
3574,ALSTOM,Data Scientist - Hourly Intern,$23 - $24hourly,$23,$24,,,,
3575,Opta Information Intelligence,Data Scientist,$37K - $40K,$37K,$40K,$37K - $41K,$37K - $41K,,
3576,Teleogene,Data Scientist - Hourly,$67 - $72hourly,$67,$72,$66 - $72,$66 - $72,,
3577,AI2021,Data Scientist - Monthly,$8K - $9K,$8K,$9K,,,,
3578,IBI Group,Data Scientist - Hourly Intern,$25 - $27hourly,$25,$27,,,,
3579,Illinois State,Data Scientist,$74K - $79K,$74K,$79K,$73K - $80K,$73K - $80K,,
3580,GE Power,Data Scientist,$84K - $91K,$84K,$91K,$83K - $91K,$83K - $91K,,
3581,Social & Scientific Systems,Data Scientist,$114K - $123K,$114K,$123K,$113K - $122K,$113K - $122K,,
3582,Travelport,Data Scientist - Hourly Intern,$28 - $30hourly,$28,$30,,,,
3583,NemaMetrix,Data Scientist,$64K - $69K,$64K,$69K,$63K - $69K,$63K - $69K,,
3584,Harvard Pilgrim Health Care,Data Scientist,$139K - $151K,$139K,$151K,$139K - $151K,$139K - $151K,,
3585,Serendipity,Data Scientist,$128K - $140K,$128K,$140K,$129K - $140K,$129K - $140K,,
3586,Active Network,Data Scientist,$74K - $80K,$74K,$80K,$74K - $80K,$74K - $80K,,
3587,True Fit Corporation,Data Scientist,$133K - $143K,$133K,$143K,$23 - $25,$23 - $25,,
3588,Kastech Software Solutions Group,Data Scientist,$162K - $177K,$162K,$177K,$160K - $176K,$160K - $176K,,
3589,eXp Realty,Data Scientist,$63K - $68K,$63K,$68K,$63K - $68K,$63K - $68K,,
3590,Septa,Data Scientist - Contractor,$44K - $47K,$44K,$47K,,,,
3591,VigLink,Data Scientist,$147K - $159K,$147K,$159K,$146K - $160K,$146K - $160K,,
3592,Baidu,Data Scientist - Monthly,$5K - $5K,$5K,$5K,$5K - $5K,$5K - $5K,,
3593,Atria Senior Living,Data Scientist,$56K - $60K,$56K,$60K,$21 - $23,$21 - $23,,
3594,EAB,Data Scientist,$99K - $105K,$99K,$105K,$31 - $34,$31 - $34,,
3595,IFTTT,Data Scientist,$175K - $189K,$175K,$189K,$175K - $187K,$175K - $187K,,
3596,Facial Dysmorphology Novel Analysis,Data Scientist - Monthly,$6K - $6K,$6K,$6K,$6K - $6K,$6K - $6K,,
3597,MDVIP,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3598,Volvo Group,Data Scientist,$125K - $135K,$125K,$135K,$124K - $136K,$124K - $136K,,
3599,Cerebri AI,Data Scientist,$102K - $110K,$102K,$110K,$102K - $111K,$102K - $111K,,
3600,Volterra,Data Scientist,$158K - $171K,$158K,$171K,$155K - $169K,$155K - $169K,,
3601,Motivo (Japan),Data Scientist,$115K - $127K,$115K,$127K,$116K - $124K,$116K - $124K,,
3602,StormGeo,Data Scientist,$118K - $127K,$118K,$127K,$117K - $125K,$117K - $125K,$20 - $22,
3603,CIA,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3604,LodgIQ,Data Scientist,$93K - $100K,$93K,$100K,$94K - $101K,$94K - $101K,,
3605,Quest Diagnostics,Data Scientist - Monthly Intern,$10K - $11K,$10K,$11K,,,,
3606,CAS,Data Scientist - Hourly Intern,$19 - $21hourly,$19,$21,,,,
3607,Aetna,Data Scientist,$110K - $117K,$110K,$117K,"$117,335","$7,117","$7,117","$8,144"
3608,DotcomWeavers,Data Scientist,$78K - $85K,$78K,$85K,$77K - $85K,$77K - $85K,,
3609,Austen Hadfield,Data Scientist - Monthly,6,€803,€866,€796 - €866,€796 - €866,,
3610,GE Digital,Data Scientist - Hourly,$42 - $47hourly,$42,$47,$42 - $46,$42 - $46,,
3611,HP Inc.,Data Scientist - Monthly,$10K - $11K,$10K,$11K,"$122,007","$10,169","$10,169",
3612,RationalAI,Data Scientist,$69K - $74K,$69K,$74K,$69K - $74K,$69K - $74K,,
3613,Vulcan Value Partners,Data Scientist - Hourly Intern,$19 - $21hourly,$19,$21,,,,
3614,Snagajob,Data Scientist - Hourly Intern,$13 - $14hourly,$13,$14,,,,
3615,Wayfair,Data Scientist - Hourly Intern,$33 - $36hourly,$33,$36,,,,
3616,Think Big,Data Scientist,$102K - $111K,$102K,$111K,,,,
3617,Scorpion,Data Scientist,$96K - $103K,$96K,$103K,$95K - $104K,$95K - $104K,,
3618,Celect,Data Scientist,$120K - $128K,$120K,$128K,$119K - $129K,$119K - $129K,$12K - $13K,
3619,Exstare Solutions,Data Scientist,$100K - $107K,$100K,$107K,$100K - $109K,$100K - $109K,,
3620,SUEZ,Data Scientist - Hourly Intern,$25 - $27hourly,$25,$27,,,,
3621,"Open Systems (Alpharetta, Ga)",Data Scientist - Hourly,$44 - $48hourly,$44,$48,$44 - $48,$44 - $48,,
3622,Misfit,Data Scientist,$159K - $171K,$159K,$171K,$159K - $171K,$159K - $171K,$53K - $57K,
3623,AI Technology,Data Scientist - Hourly Contractor,$90 - $97hourly,$90,$97,,,,
3624,CAMP4,Data Scientist,$99K - $106K,$99K,$106K,$97K - $107K,$97K - $107K,,
3625,Tek Leaders,Data Scientist,$92K - $98K,$92K,$98K,$91K - $98K,$91K - $98K,,
3626,Dosh,Data Scientist,$112K - $123K,$112K,$123K,$113K - $120K,$113K - $120K,$15K - $16K,
3627,Parkland Center for Clinical Innovation,Data Scientist,$100K - $108K,$100K,$108K,$99K - $107K,$99K - $107K,$1 - $1,
3628,Lam Research,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3629,Pactera,Data Scientist - Contractor,$59K - $64K,$59K,$64K,,,,
3630,Quovo,Data Scientist,$124K - $135K,$124K,$135K,$123K - $136K,$123K - $136K,,
3631,e-Zest Solutions,Data Scientist,$127K - $138K,$127K,$138K,$125K - $138K,$125K - $138K,,
3632,Veritone,Data Scientist,$149K - $160K,$149K,$160K,$149K - $162K,$149K - $162K,,
3633,HRS - Das Hotelportal,Data Scientist,$52K - $55K,$52K,$55K,$52K - $56K,$52K - $56K,$5K - $6K,
3634,Virtulytix,Data Scientist,$71K - $77K,$71K,$77K,$71K - $78K,$71K - $78K,,
3635,Evocalize,Data Scientist - Hourly Intern,$33 - $35hourly,$33,$35,,,,
3636,Nationwide Children's Hospital,Data Scientist,$86K - $93K,$86K,$93K,$85K - $93K,$85K - $93K,,
3637,Valassis,Data Scientist - Hourly Intern,$36 - $38hourly,$36,$38,,,,
3638,Spirent Communications,Data Scientist,$136K - $146K,$136K,$146K,$135K - $145K,$135K - $145K,,
3639,Root,Data Scientist,$103K - $111K,$103K,$111K,$103K - $112K,$103K - $112K,,
3640,Distil Networks,Data Scientist,$106K - $115K,$106K,$115K,$106K - $116K,$106K - $116K,,
3641,MyBliss,Data Scientist - Contractor,$50K - $54K,$50K,$54K,,,,
3642,Millennium,Data Scientist,$173K - $188K,$173K,$188K,$172K - $188K,$172K - $188K,$67K - $73K,
3643,Garretson Resolution Group,Data Scientist,$71K - $77K,$71K,$77K,$72K - $77K,$72K - $77K,,
3644,Smartling,Data Scientist,$142K - $152K,$142K,$152K,$143K - $153K,$143K - $153K,,
3645,Lennox,Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
3646,PatientsLikeMe,Data Scientist,$123K - $132K,$123K,$132K,$122K - $133K,$122K - $133K,,
3647,Sound ( WA),Data Scientist,$70K - $76K,$70K,$76K,$70K - $77K,$70K - $77K,$146 - $160,
3648,University of Chicago,Data Scientist,$88K - $96K,$88K,$96K,$87K - $96K,$87K - $96K,,
3649,Onvia,Data Scientist,$98K - $104K,$98K,$104K,$97K - $104K,$97K - $104K,,
3650,ClearForce,Data Scientist,$121K - $130K,$121K,$130K,$120K - $132K,$120K - $132K,$10K - $11K,
3651,ETS Asset Management Factory,Data Scientist,$61K - $67K,$61K,$67K,$62K - $67K,$62K - $67K,,
3652,Beepi,Data Scientist,$116K - $126K,$116K,$126K,,,,
3653,Accolade,Data Scientist,$108K - $117K,$108K,$117K,$29 - $32,$29 - $32,,
3654,RISA,Data Scientist,$76K - $82K,$76K,$82K,$75K - $81K,$75K - $81K,,
3655,M&G plc,Data Scientist,$76K - $84K,$76K,$84K,$78K - $84K,$78K - $84K,,
3656,Ambit Group,Data Scientist,$103K - $111K,$103K,$111K,$102K - $111K,$102K - $111K,,
3657,Auto Club of Southern California,Data Scientist - Monthly,$6K - $6K,$6K,$6K,$65K - $70K,$65K - $70K,$387 - $6K,
3658,Segue Technologies,Data Scientist,$109K - $118K,$109K,$118K,$108K - $117K,$108K - $117K,,
3659,The Data Incubator,Data Scientist,$87K - $95K,$87K,$95K,$87K - $95K,$87K - $95K,$1 - $1,
3660,NCSOFT,Data Scientist,$127K - $139K,$127K,$139K,$126K - $139K,$126K - $139K,,
3661,Hewlett Packard Enterprise | HPE,Data Scientist,$130K - $143K,$130K,$143K,"$102,976","$13,757","$13,757",
3662,Nexstar Digital,Data Scientist,$93K - $100K,$93K,$100K,$92K - $102K,$92K - $102K,,
3663,Intent Media,Data Scientist,$109K - $119K,$109K,$119K,,,,
3664,Plaid,Data Scientist,$113K - $121K,$113K,$121K,$112K - $120K,$112K - $120K,,
3665,CVP,Data Scientist,$85K - $93K,$85K,$93K,$86K - $93K,$86K - $93K,,
3666,New York City Department of Health & Mental Hygiene,Data Scientist,$75K - $81K,$75K,$81K,$74K - $81K,$74K - $81K,,
3667,Lajwith,Data Scientist,$78K - $85K,$78K,$85K,"$124,166","$3,173","$5,087","$30,508"
3668,Enovity,Data Scientist,$96K - $105K,$96K,$105K,$96K - $104K,$96K - $104K,,
3669,Hilton,Data Scientist,$92K - $100K,$92K,$100K,$93K - $101K,$93K - $101K,$9K - $10K,
3670,Lucidworks,Data Scientist,$109K - $117K,$109K,$117K,$107K - $116K,$107K - $116K,,
3671,Medpace,Data Scientist,$96K - $102K,$96K,$102K,$96K - $103K,$96K - $103K,,
3672,Codazen,Data Scientist - Hourly Intern,$29 - $31hourly,$29,$31,,,,
3673,Petram Data,Data Scientist,$95K - $104K,$95K,$104K,$97K - $105K,$97K - $105K,,
3674,Aptiv,Data Scientist,$78K - $85K,$78K,$85K,$79K - $85K,$79K - $85K,,
3675,Datycs,Data Scientist - Hourly,$15 - $17hourly,$15,$17,$15 - $17,$15 - $17,,
3676,CentralSquare Technologies,Data Scientist,$107K - $115K,$107K,$115K,$108K - $115K,$108K - $115K,,
3677,ActionIQ,Data Scientist,$164K - $179K,$164K,$179K,$163K - $177K,$163K - $177K,,
3678,Corevance,Data Scientist,$92K - $100K,$92K,$100K,$94K - $101K,$94K - $101K,,
3679,INDUS,Data Scientist,$98K - $105K,$98K,$105K,$97K - $106K,$97K - $106K,,
3680,Attadale Partners,Data Scientist,$79K - $85K,$79K,$85K,$79K - $84K,$79K - $84K,,
3681,New Directions Behavioral Health,Data Scientist,$107K - $115K,$107K,$115K,$106K - $116K,$106K - $116K,,
3682,3Q Digital,Data Scientist,$102K - $110K,$102K,$110K,$101K - $109K,$101K - $109K,,
3683,Apptopia,Data Scientist,$78K - $85K,$78K,$85K,$78K - $85K,$78K - $85K,,$3K - $3K
3684,Datascope,Data Scientist,$119K - $128K,$119K,$128K,$119K - $127K,$119K - $127K,,
3685,Sage,Data Scientist,$114K - $123K,$114K,$123K,$114K - $123K,$114K - $123K,,
