,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
222,Power Factors,Data Scientist - Monthly Intern,$2K - CA$2K,CA$2K,CA$2K,,,,
223,Felix & Paul Studios,Data Scientist,$88K - CA$94K,CA$88K,CA$94K,CA$87K - CA$94K,CA$87K - CA$94K,,
224,Autotrader,Data Scientist,$120 - CA$131,CA$120,CA$131,CA$119 - CA$131,CA$119 - CA$131,CA$3K - CA$3K,
225,CSI Consulting,Data Scientist - Contractor,$67K - CA$73K,CA$67K,CA$73K,,,,
226,KE Solutions,Data Scientist - Intern,$59K - CA$63K,CA$59K,CA$63K,,,,
227,Forcepoint,Data Scientist,$90K - CA$98K,CA$90K,CA$98K,CA$90K - CA$97K,CA$90K - CA$97K,CA$7K - CA$7K,
228,AIRM Consulting,Data Scientist,$67K - CA$73K,CA$67K,CA$73K,CA$67K - CA$72K,CA$67K - CA$72K,,
229,Keela,Data Scientist,$57K - CA$62K,CA$57K,CA$62K,CA$58K - CA$62K,CA$58K - CA$62K,,
230,Prolifics,Data Scientist - Intern,$48K - CA$53K,CA$48K,CA$53K,,,,
231,Freelance.com,Data Scientist - Hourly,$48 - CA$51hourly,CA$48,CA$51,CA$48 - CA$52,CA$48 - CA$52,,
232,Sia Partners,Data Scientist,$75K - CA$81K,CA$75K,CA$81K,CA$75K - CA$81K,CA$75K - CA$81K,,
233,Outshine,Data Scientist,$49K - CA$53K,CA$49K,CA$53K,CA$49K - CA$53K,CA$49K - CA$53K,,
234,Enlighted,Data Scientist - Hourly Intern,$32 - CA$34hourly,CA$32,CA$34,,,,
235,Chisel AI,Data Scientist,$111K - CA$120K,CA$111K,CA$120K,CA$111K - CA$120K,CA$111K - CA$120K,,
236,ASL Environmental Sciences,Data Scientist,$65K - CA$72K,CA$65K,CA$72K,CA$66K - CA$71K,CA$66K - CA$71K,,CA$8K - CA$8K
237,tealbook,Data Scientist - Hourly Intern,$19 - CA$21hourly,CA$19,CA$21,,,,
238,Samplits,Data Scientist - Monthly Intern,$882 - CA$962,CA$882,CA$962,,,,
239,AltaML,Data Scientist,$81K - CA$88K,CA$81K,CA$88K,CA$81K - CA$87K,CA$81K - CA$87K,,
240,Via Science,Data Scientist,$77K - CA$83K,CA$77K,CA$83K,CA$76K - CA$82K,CA$76K - CA$82K,,
241,Gymtrack,Data Scientist - Monthly,$60K - CA$66K,CA$60K,CA$66K,CA$61K - CA$67K,CA$61K - CA$67K,,
242,SolutionStat,Data Scientist - Hourly,$52 - CA$56hourly,CA$52,CA$56,CA$52 - CA$56,CA$52 - CA$56,,
243,Savormetrics,Data Scientist - Hourly Intern,$25 - CA$27hourly,CA$25,CA$27,,,,
244,SharpestMinds,Data Scientist - Intern,$48K - CA$52K,CA$48K,CA$52K,,,,
245,FitFi,Data Scientist,$53K - CA$58K,CA$53K,CA$58K,CA$53K - CA$58K,CA$53K - CA$58K,,
246,Brizi,Data Scientist,$34K - CA$37K,CA$34K,CA$37K,CA$34K - CA$37K,CA$34K - CA$37K,,
247,Planet Bingo,Data Scientist,$115K - CA$124K,CA$115K,CA$124K,CA$115K - CA$124K,CA$115K - CA$124K,,
248,Vooban,Data Scientist,$83K - CA$90K,CA$83K,CA$90K,CA$84K - CA$90K,CA$84K - CA$90K,,
249,SharpestMinds,Data Scientist,$96K - CA$105K,CA$96K,CA$105K,CA$48K - CA$52K,CA$48K - CA$52K,,
250,Faimdata,Data Scientist,$62K - CA$67K,CA$62K,CA$67K,CA$62K - CA$67K,CA$62K - CA$67K,,
251,Acerta (Canada),Data Scientist,$59K - CA$64K,CA$59K,CA$64K,CA$59K - CA$64K,CA$59K - CA$64K,CA$5K - CA$5K,
252,deviantArt,Data Scientist,$83K - CA$89K,CA$83K,CA$89K,CA$83K - CA$90K,CA$83K - CA$90K,CA$521 - CA$562,CA$2K - CA$2K
253,Beam Data,Data Scientist,$63K - CA$68K,CA$63K,CA$68K,CA$62K - CA$68K,CA$62K - CA$68K,,
254,Beam Data,Data Scientist - Hourly Contractor,$34 - CA$36hourly,CA$34,CA$36,,,,
255,Scribd,Data Scientist,$135K - CA$146K,CA$135K,CA$146K,CA$135K - CA$147K,CA$135K - CA$147K,CA$15K - CA$17K,CA$48K - CA$52K
256,Dane Street,Data Scientist - Monthly,$2K - CA$2K,CA$2K,CA$2K,,,,
257,Renda Broadcasting,Data Scientist - Hourly Intern,$51 - CA$55hourly,CA$51,CA$55,CA$62K - CA$68K,CA$62K - CA$68K,,
258,Aitheras,Data Scientist,$62K - CA$67K,CA$62K,CA$67K,CA$38 - CA$42,CA$38 - CA$42,,
259,Polar Systems,Data Scientist - Hourly,$38 - CA$42hourly,CA$38,CA$42,CA$43 - CA$47,CA$43 - CA$47,,
260,Prestige SG-TECH Consulting,Data Scientist - Hourly,$44 - CA$47hourly,CA$44,CA$47,CA$43 - CA$47,CA$43 - CA$47,,
261,YYZ Ventures,Data Scientist,$80K - CA$87K,CA$80K,CA$87K,,,,
262,Random Forest,Data Scientist,$143K - CA$156K,CA$143K,CA$156K,,,,
263,patrickmesana,Data Scientist - Monthly,$10K - CA$11K,CA$10K,CA$11K,,,,
264,Sherbrooke Informatique,Data Scientist - Hourly Contractor,$90 - CA$97hourly,CA$90,CA$97,,,,
265,Losch Engineering,Data Scientist - Intern,$50K - CA$54K,CA$50K,CA$54K,,,,
266,Chizindu udum,Data Scientist,$87K - CA$93K,CA$87K,CA$93K,,,,
267,CONCURED,Data Scientist,$67K - CA$72K,CA$67K,CA$72K,CA$68K - CA$73K,CA$68K - CA$73K,,
268,Annalect,Data Scientist,$95K - CA$105K,CA$95K,CA$105K,CA$96K - CA$103K,CA$96K - CA$103K,,
269,Trump Pense,Data Scientist - Hourly,$24 - CA$26hourly,CA$24,CA$26,CA$24 - CA$26,CA$24 - CA$26,,
270,Salata,Data Scientist,$76K - CA$84K,CA$76K,CA$84K,CA$77K - CA$84K,CA$77K - CA$84K,,
271,Food Banks,Data Scientist,$63K - CA$68K,CA$63K,CA$68K,CA$63K - CA$68K,CA$63K - CA$68K,,
272,Pure Strategy Consulting Inc.,Data Scientist - Contractor,$58K - CA$63K,CA$58K,CA$63K,,,,
273,BalloonBox,Data Scientist,$87K - CA$93K,CA$87K,CA$93K,CA$87K - CA$94K,CA$87K - CA$94K,CA$5K - CA$5K,
274,a i solutions,Data Scientist,$73K - CA$80K,CA$73K,CA$80K,CA$73K - CA$81K,CA$73K - CA$81K,,
275,Business Analytica,Data Scientist - Hourly Intern,$35 - CA$37hourly,CA$35,CA$37,,,,
276,Ministério da Educação,Data Scientist,$75K - CA$82K,CA$75K,CA$82K,CA$76K - CA$82K,CA$76K - CA$82K,,
277,ePassing,Data Scientist - Intern,$50K - CA$55K,CA$50K,CA$55K,,,,
278,Appberry,Data Scientist,$96K - CA$104K,CA$96K,CA$104K,CA$95K - CA$105K,CA$95K - CA$105K,,
279,Prestige SG-Tech Consulting,Data Scientist - Hourly,$48 - CA$52hourly,CA$48,CA$52,,,,
280,SimplicityBI,Data Scientist,$80K - CA$87K,CA$80K,CA$87K,CA$79K - CA$86K,CA$79K - CA$86K,,
281,Pure Strategic,Data Scientist - Contractor,$58K - CA$62K,CA$58K,CA$62K,,,,
282,Global Development Group,Data Scientist,$49K - CA$54K,CA$49K,CA$54K,CA$49K - CA$54K,CA$49K - CA$54K,,
283,Datacratic,Data Scientist,$106K - CA$114K,CA$106K,CA$114K,CA$105K - CA$114K,CA$105K - CA$114K,,
284,East Asian Observatory,Data Scientist,$75K - CA$82K,CA$75K,CA$82K,CA$75K - CA$82K,CA$75K - CA$82K,,
285,Sports IQ Analytics,Data Scientist,$84K - CA$92K,CA$84K,CA$92K,CA$85K - CA$91K,CA$85K - CA$91K,,
286,Smats Traffic Solutions ,Data Scientist - Contractor,$60K - CA$64K,CA$60K,CA$64K,,,,
287,Pretect ,Data Scientist,$101K - CA$109K,CA$101K,CA$109K,CA$101K - CA$108K,CA$101K - CA$108K,,
288,University of Fujairah,Data Scientist,$48K - CA$52K,CA$48K,CA$52K,CA$48K - CA$51K,CA$48K - CA$51K,,
289,Graphika Print Solution,Data Scientist,$78K - CA$84K,CA$78K,CA$84K,CA$78K - CA$85K,CA$78K - CA$85K,,
290,Shopify,Senior Data Scientist,"CA$114,665/yr",CA$85K,CA$153K,"CA$114,665","CA$30,135","CA$5,018","CA$55,252"
291,Capital One,Senior Data Scientist,"CA$94,861/yr",CA$90,CA$115K,"CA$94,861","CA$12,287","CA$12,287","CA$1,937"
292,RBC,Senior Data Scientist,"CA$110,892/yr",CA$105K,CA$113K,"CA$110,892","CA$17,767","CA$17,767",
293,Capital One,Principal Data Scientist,"CA$121,109/yr",CA$11K,CA$127K,"CA$121,109","CA$15,123","CA$15,123","CA$4,985"
294,RBC,Data Scientist Co-op - Hourly Intern,CA$27/hr,CA$26,CA$29,,,,
295,Scotiabank,Data Scientist Co-op - Monthly Intern,"CA$7,141/mo",CA$1K,CA$13K,,,,
296,Capital One,Data Scientist Co-op - Hourly Intern,CA$32/hr,CA$25,CA$35,,,,
297,TD,Senior Data Scientist,$116K - CA$134K,CA$116K,CA$134K,CA$116K - CA$134K,CA$116K - CA$134K,CA$15K - CA$17K,
298,Scotiabank,Senior Data Scientist,$90K - CA$136K,CA$90K,CA$136K,CA$91K - CA$137K,CA$91K - CA$137K,CA$10K - CA$19K,CA$3K - CA$3K
299,Intact,Senior Data Scientist,$87K - CA$101K,CA$87K,CA$101K,CA$87K - CA$100K,CA$87K - CA$100K,CA$9K - CA$101K,
300,Aviva,Senior Data Scientist,$72K - CA$137K,CA$72K,CA$137K,CA$72K - CA$136K,CA$72K - CA$136K,CA$1 - CA$7K,
301,Cerebri AI,Senior Data Scientist,$72K - CA$132K,CA$72K,CA$132K,CA$72K - CA$129K,CA$72K - CA$129K,,
302,Scotiabank,Data Scientist Co-op - Intern,$73K - CA$85K,CA$73K,CA$85K,,,,
303,Statistics Canada,Data Scientist Co-op - Hourly Intern,$20 - CA$24hourly,CA$20,CA$24,,,,
304,University of Toronto,Senior Data Scientist,$146K - CA$160K,CA$146K,CA$160K,CA$147K - CA$158K,CA$147K - CA$158K,,
305,CIBC,Senior Data Scientist,$97K - CA$104K,CA$97K,CA$104K,CA$96K - CA$104K,CA$96K - CA$104K,CA$12K - CA$14K,
306,IBM,Senior Data Scientist,$88K - CA$96K,CA$88K,CA$96K,CA$90K - CA$97K,CA$90K - CA$97K,CA$1K - CA$1K,
307,Loblaw Companies,Senior Data Scientist,$71K - CA$76K,CA$71K,CA$76K,CA$71K - CA$76K,CA$71K - CA$76K,CA$7K - CA$7K,
308,Government of Canada,Senior Data Scientist,$96K - CA$102K,CA$96K,CA$102K,CA$94K - CA$103K,CA$94K - CA$103K,,
309,Banque Nationale du Canada/National Bank of Canada,Senior Data Scientist,$67K - CA$73K,CA$67K,CA$73K,CA$67K - CA$73K,CA$67K - CA$73K,,
310,ADP,Senior Data Scientist,$92K - CA$99K,CA$92K,CA$99K,CA$91K - CA$99K,CA$91K - CA$99K,,
311,Ceridian,Senior Data Scientist,$106K - CA$114K,CA$106K,CA$114K,CA$107K - CA$116K,CA$107K - CA$116K,CA$3K - CA$3K,
312,LoyaltyOne,Senior Data Scientist,$100K - CA$109K,CA$100K,CA$109K,CA$101K - CA$110K,CA$101K - CA$110K,,
313,Economical Insurance,Senior Data Scientist,$81K - CA$89K,CA$81K,CA$89K,CA$82K - CA$88K,CA$82K - CA$88K,CA$1 - CA$1,
314,Intuit,Senior Data Scientist,$89K - CA$97K,CA$89K,CA$97K,CA$90K - CA$98K,CA$90K - CA$98K,,
315,Huawei Technologies,Senior Data Scientist - Hourly Contractor,$63 - CA$69hourly,CA$63,CA$69,,,,
316,Self,Senior Data Scientist,$85K - CA$93K,CA$85K,CA$93K,CA$86K - CA$93K,CA$86K - CA$93K,,
317,Boston Consulting Group,Senior Data Scientist,$200K - CA$220K,CA$200K,CA$220K,CA$201K - CA$217K,CA$201K - CA$217K,CA$14K - CA$16K,CA$10K - CA$11K
318,CHEO,Senior Data Scientist,$81K - CA$88K,CA$81K,CA$88K,CA$81K - CA$87K,CA$81K - CA$87K,,
319,Mozilla,Senior Data Scientist,$139K - CA$148K,CA$139K,CA$148K,CA$139K - CA$148K,CA$139K - CA$148K,CA$25K - CA$27K,
320,SurveyMonkey,Senior Data Scientist,$130K - CA$140K,CA$130K,CA$140K,CA$130K - CA$139K,CA$130K - CA$139K,,
321,GE Digital,Senior Data Scientist,$127K - CA$139K,CA$127K,CA$139K,CA$129K - CA$139K,CA$129K - CA$139K,CA$3K - CA$3K,
322,Teradata,Senior Data Scientist,$100K - CA$108K,CA$100K,CA$108K,CA$100K - CA$109K,CA$100K - CA$109K,,
323,Environment and Climate Change Canada,Senior Data Scientist,$107K - CA$117K,CA$107K,CA$117K,CA$107K - CA$117K,CA$107K - CA$117K,,
324,Facebook,Senior Data Scientist,$170K - CA$181K,CA$170K,CA$181K,CA$170K - CA$182K,CA$170K - CA$182K,CA$24K - CA$26K,CA$57K - CA$63K
325,AeroInfo Systems,Senior Data Scientist,$114K - CA$123K,CA$114K,CA$123K,CA$113K - CA$122K,CA$113K - CA$122K,CA$5K - CA$5K,
326,1QB Information Technologies 1QBit,Senior Data Scientist,$70K - CA$77K,CA$70K,CA$77K,CA$71K - CA$76K,CA$71K - CA$76K,,
327,Exiger,Senior Data Scientist,$144K - CA$157K,CA$144K,CA$157K,CA$144K - CA$157K,CA$144K - CA$157K,CA$13K - CA$14K,CA$22K - CA$24K
328,BlueDot,Senior Data Scientist,$77K - CA$83K,CA$77K,CA$83K,CA$77K - CA$83K,CA$77K - CA$83K,,
329,Altus Assessments,Senior Data Scientist,$95K - CA$104K,CA$95K,CA$104K,CA$97K - CA$104K,CA$97K - CA$104K,,
330,Talan,Senior Data Scientist,$106K - CA$115K,CA$106K,CA$115K,CA$105K - CA$115K,CA$105K - CA$115K,,
331,Apply Digital,Senior Data Scientist,$133K - CA$145K,CA$133K,CA$145K,CA$134K - CA$145K,CA$134K - CA$145K,,
332,Ivado Labs,Senior Data Scientist,$146K - CA$156K,CA$146K,CA$156K,CA$145K - CA$158K,CA$145K - CA$158K,,
333,Kinsol Research,Senior Data Scientist,$93K - CA$102K,CA$93K,CA$102K,,,,
334,,Senior Data Scientist,$90K - CA$96K,CA$90K,CA$96K,,,,
335,Brilent,Senior Data Scientist,$119K - CA$131K,CA$119K,CA$131K,CA$122K - CA$131K,CA$122K - CA$131K,,
336,GoDaddy,Senior Data Scientist,$139K - CA$150K,CA$139K,CA$150K,CA$138K - CA$149K,CA$138K - CA$149K,CA$13K - CA$14K,
337,Imbellus,Senior Data Scientist,$130K - CA$140K,CA$130K,CA$140K,CA$130K - CA$139K,CA$130K - CA$139K,,
338,TD,Junior Data Scientist - Intern,$48K - CA$52K,CA$48K,CA$52K,,,,
339,RBC,Junior Data Scientist,$53K - CA$58K,CA$53K,CA$58K,CA$53K - CA$57K,CA$53K - CA$57K,,
340,Scotiabank,Junior Data Scientist - Hourly Intern,$22 - CA$24hourly,CA$22,CA$24,,,,
341,University of Toronto,Junior Data Scientist - Hourly Contractor,$36 - CA$39hourly,CA$36,CA$39,,,,
342,Rogers Communications,Junior Data Scientist - Monthly,$4K - CA$4K,CA$4K,CA$4K,CA$4K - CA$4K,CA$4K - CA$4K,,
343,Bell Canada,Junior Data Scientist,$49K - CA$53K,CA$49K,CA$53K,CA$49K - CA$53K,CA$49K - CA$53K,,
344,Bell Canada,Junior Data Scientist - Hourly Contractor,$19 - CA$20hourly,CA$19,CA$20,,,,
345,Government of Canada,Junior Data Scientist,$75K - CA$81K,CA$75K,CA$81K,CA$74K - CA$80K,CA$74K - CA$80K,,
346,Intact,Junior Data Scientist,$57K - CA$62K,CA$57K,CA$62K,CA$58K - CA$62K,CA$58K - CA$62K,,
347,Flipp,Junior Data Scientist - Monthly Intern,$3K - CA$3K,CA$3K,CA$3K,,,,
348,BiblioCommons,Junior Data Scientist - Contractor,$53K - CA$57K,CA$53K,CA$57K,,,,
349,Two Hat Security,Junior Data Scientist - Monthly Intern,$2K - CA$3K,CA$2K,CA$3K,,,,
350,Unity Health Toronto,Junior Data Scientist,$71K - CA$77K,CA$71K,CA$77K,CA$71K - CA$77K,CA$71K - CA$77K,,
351,Boréalis (Canada),Junior Data Scientist,$53K - CA$58K,CA$53K,CA$58K,CA$54K - CA$57K,CA$54K - CA$57K,,
352,"GE Lighting, A Savant Company",Junior Data Scientist - Contractor,$62K - CA$68K,CA$62K,CA$68K,,,,
353,Fiddlehead,Junior Data Scientist,$53K - CA$56K,CA$53K,CA$56K,CA$53K - CA$57K,CA$53K - CA$57K,,
354,Genworth,Associate Data Scientist - Hourly Contractor,$25 - CA$27hourly,CA$25,CA$27,,,,
355,Banque Nationale du Canada/National Bank of Canada,Lead Data Scientist,$88K - CA$96K,CA$88K,CA$96K,CA$88K - CA$95K,CA$88K - CA$95K,CA$10K - CA$10K,CA$2K - CA$2K
356,Orbis Investments,Lead Data Scientist,$141K - CA$153K,CA$141K,CA$153K,CA$140K - CA$151K,CA$140K - CA$151K,CA$5K - CA$5K,
357,2nd Address,Lead Data Scientist,$114K - CA$126K,CA$114K,CA$126K,CA$114K - CA$125K,CA$114K - CA$125K,,
358,IBM,Data Scientist Intern - Monthly,$5K - CA$5K,CA$5K,CA$5K,,,,
359,Capital One,Data Scientist Intern - Hourly,$23 - CA$25hourly,CA$23,CA$25,,,,
360,Elsevier,Data Scientist II,$106K - CA$113K,CA$106K,CA$113K,,,,
361,Loblaw Digital,Principal Data Scientist,$140K - CA$151K,CA$140K,CA$151K,CA$139K - CA$151K,CA$139K - CA$151K,,CA$19K - CA$21K
362,Intact,Intern data scientist - Hourly,$28 - CA$30hourly,CA$28,CA$30,,,,
363,Loblaw Companies,Data Science Analyst,$67K - CA$73K,CA$67K,CA$73K,CA$68K - CA$73K,CA$68K - CA$73K,,
364,Canadian Tire,Data Science Analyst,$66K - CA$72K,CA$66K,CA$72K,CA$66K - CA$70K,CA$66K - CA$70K,CA$2K - CA$2K,CA$2K - CA$2K
365,Cirque du Soleil Entertainment Group,Data Science Manager,$95K - CA$105K,CA$95K,CA$105K,CA$96K - CA$105K,CA$96K - CA$105K,,
366,1000ml,Data Science Consultant - Monthly Contractor,$3K - CA$3K,CA$3K,CA$3K,,,,
367,Avanade,Data Scientist Manager,$125K - CA$135K,CA$125K,CA$135K,CA$125K - CA$135K,CA$125K - CA$135K,CA$5K - CA$5K,
368,dunnhumby,Applied Data Scientist,$63K - CA$68K,CA$63K,CA$68K,CA$63K - CA$69K,CA$63K - CA$69K,CA$6K - CA$7K,
369,Scotiabank,Data Scientist Co-op - Hourly Intern,$29 - CA$31hourly,CA$29,CA$31,,,,
370,Scotiabank,Data Scientist Co-op - Hourly Contractor,$38 - CA$42hourly,CA$38,CA$42,,,,
371,CIBC,Data Scientist Co-op - Intern,$45K - CA$49K,CA$45K,CA$49K,,,,
372,CIBC,Data Scientist Co-op - Hourly Intern,$27 - CA$29hourly,CA$27,CA$29,,,,
373,IBM,Data Scientist Co-op - Hourly Intern,$24 - CA$26hourly,CA$24,CA$26,,,,
374,KPMG,Data Scientist Co-op - Intern,$47K - CA$51K,CA$47K,CA$51K,,,,
375,Shopify,Data Scientist Co-op,$68K - CA$73K,CA$68K,CA$73K,CA$68K - CA$74K,CA$68K - CA$74K,CA$476 - CA$515,
376,Ontario Ministère des Transports,Data Scientist Co-op,$35K - CA$37K,CA$35K,CA$37K,CA$35K - CA$37K,CA$35K - CA$37K,,
377,Statistics Canada,Data Scientist Co-op - Hourly Contractor,$21 - CA$22hourly,CA$21,CA$22,,,,
378,Unilever,Data Scientist Co-op - Hourly,$21 - CA$23hourly,CA$21,CA$23,CA$22 - CA$23,CA$22 - CA$23,,
379,BioWare,Data Scientist Co-op - Intern,$46K - CA$50K,CA$46K,CA$50K,,,,
380,FGF Brands,Data Scientist Co-op - Hourly Intern,$20 - CA$22hourly,CA$20,CA$22,,,,
381,Precima,Data Scientist Co-op - Hourly Intern,$31 - CA$33hourly,CA$31,CA$33,,,,
382,Ayogo Health,Data Scientist Co-op - Monthly Intern,$4K - CA$4K,CA$4K,CA$4K,,,,
383,Samplits,Data Scientist Co-op - Monthly Intern,$888 - CA$950,CA$888,CA$950,,,,
384,Buyavette,Data Scientist Co-op - Hourly,$21 - CA$23hourly,CA$21,CA$23,CA$21 - CA$23,CA$21 - CA$23,CA$2K - CA$2K,
385,IATA,Head of Data Science,$173K - CA$183K,CA$173K,CA$183K,CA$173K - CA$185K,CA$173K - CA$185K,,
386,IBM,Data Scientist/Software Engineer - Hourly Intern,$25 - CA$28hourly,CA$25,CA$28,,,,
387,RBC,Data Scientist Coop,$52K - CA$56K,CA$52K,CA$56K,CA$25 - CA$27,CA$25 - CA$27,,
388,RBC,Data Scientist Coop - Hourly Intern,$25 - CA$26hourly,CA$25,CA$26,,,,
389,RBC,Data Scientist Coop - Intern,$52K - CA$57K,CA$52K,CA$57K,,,,
390,Scotiabank,Data Scientist Coop - Intern,$79K - CA$85K,CA$79K,CA$85K,,,,
391,CIBC,Data Scientist Coop,$46K - CA$50K,CA$46K,CA$50K,CA$46K - CA$50K,CA$46K - CA$50K,,
392,University of Victoria,Data Scientist Coop,$38K - CA$41K,CA$38K,CA$41K,CA$38K - CA$41K,CA$38K - CA$41K,,
393,Fraser Health,Data Scientist Coop - Hourly,$20 - CA$22hourly,CA$20,CA$22,CA$20 - CA$22,CA$20 - CA$22,,
394,Athabasca University,Manager - Data Science,$97K - CA$105K,CA$97K,CA$105K,CA$95K - CA$103K,CA$95K - CA$103K,CA$9K - CA$9K,
395,Athabasca University,Manager - Data Science,$96K - CA$105K,CA$96K,CA$105K,CA$95K - CA$104K,CA$95K - CA$104K,CA$9K - CA$9K,
396,Major cannabis company,Manager - Data Science,$91K - CA$98K,CA$91K,CA$98K,,,,
397,goeasy,Sr Manager Data Science,$129K - CA$140K,CA$129K,CA$140K,CA$130K - CA$141K,CA$130K - CA$141K,CA$15K - CA$16K,
398,EMAGIN Clean Technologies,Data Science Lead - Hourly,$48 - CA$52hourly,CA$48,CA$52,CA$48 - CA$52,CA$48 - CA$52,,
399,Capital One,Senior Associate Data Science,$85K - CA$91K,CA$85K,CA$91K,CA$83K - CA$91K,CA$83K - CA$91K,CA$10K - CA$11K,
400,Softchoice,Data Science and Analytics - Intern,$45K - CA$49K,CA$45K,CA$49K,,,,
